CARRIER,ORIGIN,DEST,DEP_TIME,ARR_TIME,DISTANCE,DEP_DEL15
B6,IAD,BOS,2053,2210,413,0
EV,IAH,DFW,859,1009,224,0
EV,MKE,LGA,1158,1502,738,1
EV,GSO,DTW,1232,1405,460,0
F9,DEN,LAS,2049,2138,628,1
HA,OGG,HNL,1912,1944,100,0
MQ,IND,ORD,957,953,177,0
MQ,JAN,DFW,1018,1146,408,0
OO,ICT,ORD,555,735,588,0
OO,LGB,SLC,1007,1244,588,0
OO,DEN,MAF,2204,48,563,0
OO,MRY,SFO,1416,1501,77,0
UA,EWR,PBI,2123,1,1023,0
UA,MIA,IAH,603,738,964,0
UA,SFO,ORD,627,1244,1846,0
US,CLT,BWI,941,1109,361,0
US,PHL,SAN,1806,2031,2370,0
OO,DCA,ORD,705,802,612,0
WN,BWI,ORF,1434,1523,159,1
WN,LAS,PDX,2139,2346,763,1
WN,MDW,CMH,1346,1557,283,1
WN,TPA,SDF,920,1121,727,0
WN,PHX,OMA,1902,2352,1037,1
WN,SJC,SEA,1422,1617,697,1
WN,HOU,LAX,1649,1804,1390,0
AA,DFW,RSW,1405,1735,1017,0
AA,DFW,DTW,1930,2305,986,1
AA,JFK,MIA,633,922,1089,1
B6,JFK,BOS,1508,1620,187,1
B6,FLL,SJU,1856,2130,1046,1
DL,ATL,PBI,106,233,545,1
DL,ORD,ATL,1130,2012,606,0
DL,GSP,ATL,547,644,153,0
DL,ATL,EYW,1631,1808,646,1
DL,MCO,JFK,1604,1846,944,0
AS,PDX,LAX,637,854,834,0
EV,CLE,LGA,1746,1916,419,0
EV,ORD,CVG,944,1149,265,0
EV,ATL,GNV,1045,1150,300,0
F9,DCA,DEN,1955,2152,1476,1
FL,ATL,JAX,2154,2306,270,1
MQ,FWA,DFW,1233,1400,859,0
MQ,CWA,ORD,1531,1638,212,1
OO,FAT,DEN,549,914,844,0
OO,DTW,TVC,1727,1839,207,0
OO,SEA,PDX,903,1001,129,1
OO,SAT,ORD,1712,2004,1041,0
UA,EWR,LAS,1024,1241,2227,0
UA,ORD,IAH,1019,1310,925,0
UA,ORD,IAH,816,1046,925,0
US,BOS,PHL,1936,2108,280,0
US,RNO,PHX,610,745,601,0
US,BOS,DCA,1154,1308,399,0
WN,HOU,ATL,812,1116,696,0
WN,BOS,STL,557,806,1047,0
WN,MDW,DSM,2222,2328,306,1
WN,LAS,PHX,553,659,255,0
WN,DEN,BNA,603,926,1014,0
WN,SNA,SMF,1001,1124,404,0
WN,PHX,IND,1056,1701,1488,0
AA,DFW,LBB,1006,1107,282,0
AA,MIA,ORD,1021,1237,1197,0
AA,SFO,LAX,1410,1529,337,1
AS,PDX,LAS,2030,2241,763,0
B6,JFK,BOS,1744,1845,187,1
DL,STT,ATL,1417,1748,1599,0
DL,ATL,DFW,2226,2345,731,1
DL,GSP,ATL,?,?,153,?
DL,SEA,JFK,1347,2210,2422,0
EV,FNT,ORD,651,718,223,0
EV,HRL,IAH,1108,1218,295,1
EV,FSD,ATL,637,1000,954,0
EV,ORD,CWA,2002,2057,212,0
MQ,DFW,FAR,1129,1400,968,0
MQ,SAV,DFW,1758,1942,925,0
OO,SJC,DEN,1431,1804,948,0
OO,SLC,IDA,1512,1612,188,0
OO,SMF,SFO,747,832,86,0
OO,MSP,HIB,1937,2035,174,0
UA,IAH,ORD,738,1007,925,1
UA,SFO,PDX,1044,1221,550,0
US,PHL,MIA,1741,2015,1013,1
US,PHL,ATL,1819,2104,666,0
VX,SFO,EWR,750,1621,2565,0
WN,ECP,STL,1204,1355,634,0
WN,LAX,BNA,1715,2300,1797,1
WN,RNO,MDW,956,1542,1680,0
WN,MAF,LAS,1108,1110,795,0
WN,MSY,EWR,1631,2032,1167,0
WN,TPA,BHM,1703,1724,459,0
AA,ORD,LGA,1837,2227,733,0
AA,DFW,OKC,1707,1803,175,1
AA,RNO,DFW,1208,1739,1345,0
AS,PDX,DFW,922,1458,1616,0
B6,LGA,FLL,1442,1727,1076,0
DL,RDU,SLC,740,1000,1823,0
DL,ATL,MCO,2323,31,404,1
DL,SLC,SMF,2154,2229,532,0
DL,PBI,ATL,1256,1434,545,1
DL,DTW,SEA,1223,1356,1927,1
EV,EWR,ATL,1437,1711,746,0
EV,IAH,AMA,1426,1606,517,0
EV,ATL,XNA,1352,1433,589,0
EV,DEN,LIT,1922,2225,771,0
FL,BWI,ATL,943,1121,577,1
MQ,ORD,CVG,1440,1636,265,0
MQ,CVG,MIA,649,918,948,0
OO,SMF,LAX,1939,2110,373,1
OO,BZN,SLC,1258,1402,347,0
OO,ORD,DCA,910,1202,612,0
MQ,CHO,LGA,1356,1515,305,0
UA,BWI,ORD,740,844,622,0
UA,LAX,IAD,1325,2117,2288,1
UA,PHX,IAH,500,926,1009,0
US,CMH,PHX,1741,1901,1670,0
US,SEA,CLT,1059,1915,2279,0
WN,LAS,RNO,2137,2243,345,0
WN,DEN,PDX,2115,2234,991,0
WN,ABQ,LAS,2034,2057,486,1
WN,SAN,DEN,624,943,853,0
WN,TPA,BDL,1442,1725,1111,0
WN,MDW,EWR,827,1121,711,0
WN,PHX,BWI,800,1507,1999,0
AA,OKC,DFW,1540,1645,175,0
AA,MIA,ATL,1930,2119,594,0
AA,LAX,DFW,758,1309,1235,0
AS,LAX,PDX,2038,2241,834,1
B6,BOS,MCO,1437,1732,1121,0
DL,MIA,JFK,1210,1500,1089,0
DL,PNS,ATL,902,1118,271,0
DL,DTW,BWI,1403,1548,409,0
DL,CHS,ATL,735,904,259,0
EV,IAH,CRP,714,806,201,0
DL,HNL,LAX,1201,2036,2556,0
DL,MSP,PHL,1045,1417,980,1
EV,DTW,OKC,1254,1426,900,1
EV,LIT,IAH,2010,2139,374,1
F9,DEN,PDX,744,904,991,0
HA,LIH,OGG,1550,1631,201,0
MQ,ORD,DTW,842,1051,235,0
MQ,DTW,LGA,637,810,502,1
OO,PHX,DEN,1820,2112,602,0
OO,SBN,MSP,1257,1325,411,0
OO,SFO,RDD,1229,1334,199,0
OO,CNY,SLC,1506,1603,184,0
UA,LAX,SEA,2147,20,954,1
UA,ORD,ALB,2110,14,723,0
UA,LGA,IAH,644,915,1416,0
US,MIA,PHL,1418,1650,1013,1
US,MCI,CLT,1535,1836,808,0
VX,LAX,SEA,1832,2055,954,0
WN,DAL,HOU,805,903,239,0
WN,OKC,DEN,2025,2103,495,1
WN,MCI,ABQ,1424,1517,718,0
WN,PWM,BWI,1212,1336,452,0
WN,SNA,PHX,1958,2111,338,0
WN,DEN,SAN,825,934,853,0
AA,JFK,DFW,1557,1849,1391,0
AA,DFW,BHM,2045,2221,597,1
AA,ORD,BOS,1555,1906,867,0
AS,OGG,PDX,1034,1846,2562,0
B6,LGB,SEA,1027,1255,965,0
B6,RSW,JFK,2015,2331,1074,1
DL,CVG,MCO,1556,1802,757,0
DL,ATL,AUS,1423,1533,813,0
DL,ROC,MSP,654,753,783,0
EV,MSP,IAH,1933,2208,1034,1
DL,DTW,CLT,731,917,500,0
DL,ATL,CLE,1028,1204,554,0
EV,DTW,CAE,2041,2221,583,1
EV,AVP,DTW,615,757,399,0
EV,LEX,ORD,1944,2021,323,1
HA,HNL,PDX,1440,2303,2603,0
MQ,DFW,VPS,1137,1321,641,1
MQ,MOB,DFW,555,737,539,0
OO,MSP,ISN,1010,1207,546,0
OO,SLC,LGB,2143,2253,588,1
OO,PDX,SEA,1045,1141,129,0
OO,DEN,RDM,1332,1455,898,0
UA,IAH,MCO,1835,2143,854,0
UA,EWR,SJU,1254,1635,1608,0
UA,DEN,SFO,1514,1642,967,0
VX,LAX,EWR,1428,2311,2454,1
WN,OAK,SAN,1034,1155,446,0
US,PHX,IAH,901,1346,1009,0
US,PHL,MCO,1151,1419,861,1
WN,SMF,DEN,1304,1609,909,0
WN,SEA,PHX,1211,1510,1107,0
WN,LAS,MCO,1517,2301,2039,1
WN,MDW,CMH,1428,1624,283,1
WN,BWI,HOU,940,1159,1246,0
AA,DCA,ORD,1011,1103,612,0
AA,DFW,LGA,1339,1755,1389,0
AA,DFW,RIC,754,1140,1158,0
AS,JNU,ANC,2053,2241,571,1
B6,BOS,DFW,742,1036,1562,0
B6,JFK,IAD,830,944,228,1
DL,JAX,ATL,629,727,270,0
DL,MKE,MSP,913,1014,297,0
DL,OKC,ATL,1538,1830,761,0
DL,ATL,TLH,1403,1512,223,0
DL,BOS,LAX,757,1104,2611,1
EV,MEM,ORD,1421,1559,491,0
EV,ORD,CLE,1353,1559,315,0
EV,DTW,AZO,2151,2229,113,0
EV,ATL,IAD,538,724,534,0
FL,ATL,RSW,1852,2020,515,1
MQ,ABI,DFW,657,800,158,0
MQ,SLC,LAX,1012,1101,590,0
OO,SEA,PDX,1730,1824,129,0
EV,TUL,IAH,654,821,429,0
OO,SUN,SLC,649,739,222,0
OO,ABQ,SFO,523,650,896,0
UA,IAH,PHX,1229,1257,1009,1
UA,SFO,DEN,1257,1626,967,0
UA,ORD,EWR,2139,29,719,0
US,DFW,PHX,2120,2141,868,0
US,JFK,CLT,823,1024,541,0
VX,LAX,EWR,1230,2039,2454,0
WN,DAL,STL,1511,1649,546,1
WN,ATL,SFO,1706,1904,2139,1
WN,PVD,BWI,735,902,327,0
WN,MDW,HOU,1216,1443,937,0
WN,PHL,MDW,1240,1345,668,1
WN,LAS,SLC,910,1125,368,0
WN,STL,DEN,1110,1214,770,0
AA,SAN,DFW,1256,1752,1171,0
AA,ORD,BOS,1340,1701,867,0
AA,SLC,DFW,1630,2004,989,0
AS,SFO,PDX,1709,1843,550,0
B6,JFK,LAS,1858,2123,2248,0
DL,PHX,ATL,558,1234,1587,0
DL,OMA,ATL,652,954,821,0
DL,MSP,DTW,1112,1344,528,0
DL,ATL,ELP,1039,1131,1282,0
DL,PIT,ATL,1541,1715,526,0
EV,TYR,IAH,949,1039,163,0
EV,DAY,ORD,1931,1933,240,0
EV,CSG,ATL,558,632,83,0
EV,IAD,BNA,1700,1746,542,0
F9,DEN,OMA,1500,1719,472,0
HA,ITO,OGG,759,836,121,0
MQ,ORD,SYR,2019,2319,607,1
MQ,BTR,DFW,1414,1531,383,0
OO,SJC,SEA,1445,1703,697,0
OO,LAX,OAK,1509,1633,337,0
OO,SFO,RDM,1517,1653,462,0
OO,CPR,DEN,2006,2101,230,0
UA,BOS,EWR,2057,2210,200,0
UA,LAX,DEN,550,859,862,0
US,CLT,PHX,935,1047,1773,0
US,PHL,DFW,1949,2210,1303,0
VX,LAX,DFW,1142,1630,1235,0
UA,BUF,ORD,710,801,473,0
WN,LGA,BNA,846,1036,764,0
WN,DAL,STL,1729,1905,546,1
WN,IND,BWI,1444,1635,516,0
WN,TUL,DAL,1542,1637,237,1
WN,MSP,DEN,1427,1516,680,1
WN,SAT,HOU,828,911,192,0
AA,DFW,TUS,1800,1806,813,0
AA,AUS,ORD,610,849,978,0
AA,DFW,ATL,654,955,731,0
AS,SIT,KTN,1139,1228,183,0
B6,MCO,BOS,1144,1426,1121,0
B6,SEA,LGB,1644,1907,965,1
DL,LGA,MCO,656,957,950,0
DL,SLC,MEM,1956,2358,1262,0
DL,MSP,BWI,652,1015,936,0
DL,FLL,ATL,1809,2006,581,1
DL,MCI,MSP,1917,2032,393,0
EV,DAL,IAH,554,654,216,0
EV,IAH,MAF,713,841,429,0
EV,BTV,DTW,551,733,537,0
EV,CAK,ORD,638,701,343,1
FL,IND,ATL,604,726,432,0
MQ,DFW,JAN,1500,1616,408,0
EV,OMA,ORD,1833,1955,416,0
OO,SAN,LAX,1636,1718,109,0
OO,JAC,DEN,1815,1938,406,1
OO,BTR,IAH,1544,1656,253,0
OO,SBA,SFO,2003,2118,262,0
UA,IAH,EWR,1102,1527,1400,0
UA,CLE,ORD,1342,1404,315,0
UA,PIT,IAH,1814,2003,1117,0
OO,ATL,IAH,1942,2036,689,1
US,PHL,LAX,1758,2033,2402,0
US,CLT,LAX,2214,36,2125,0
WN,AMA,DAL,1242,1343,323,0
WN,BWI,RSW,830,1143,919,0
WN,HOU,SAT,844,936,192,0
WN,MCI,MCO,717,1054,1072,0
WN,OAK,BWI,1310,2103,2447,1
WN,SAN,BNA,1150,1739,1751,1
WN,DEN,HOU,555,905,883,0
AA,SFO,JFK,833,1729,2586,0
AA,RIC,DFW,727,922,1158,0
AA,DFW,ORD,736,1003,802,0
AS,SAN,SEA,1547,1824,1050,0
B6,TPA,LGA,1904,2205,1010,0
DL,ATL,COS,1828,1918,1184,0
DL,ATL,IAH,724,812,689,0
DL,HNL,SFO,2212,610,2398,0
DL,DFW,ATL,1148,1445,731,0
EV,IAH,TYR,1259,1352,163,0
EV,HPN,ATL,556,754,780,0
EV,CHS,IAD,552,709,441,0
F9,DEN,LAX,1720,1835,862,0
MQ,ILM,LGA,1319,1502,500,0
MQ,DFW,SPS,917,952,113,0
OO,DEN,COD,1933,2056,391,0
OO,SJC,SLC,1624,1906,584,0
OO,MKE,ORD,1008,1055,67,0
MQ,LGA,ORF,1631,1756,296,1
UA,ORD,EWR,?,?,719,?
UA,ORD,IAH,959,1228,925,1
US,LAS,PHL,2245,614,2176,0
US,LAX,PHL,50,857,2402,0
WN,ABQ,LAS,816,841,486,0
WN,DAL,HOU,1027,1138,239,0
WN,LAS,LAX,1004,1116,236,0
WN,MDW,PVD,1728,2020,842,1
WN,RNO,SAN,854,1016,488,0
AA,RNO,ORD,856,1443,1671,0
AA,DFW,BWI,1613,2019,1217,1
AA,SMF,DFW,630,1146,1431,1
AS,JNU,PSG,1501,1540,123,0
B6,BOS,ORD,800,958,867,0
B6,BWI,BOS,1559,1724,369,0
DL,ATL,JAN,1047,1057,341,0
DL,CLT,ATL,823,1004,226,0
DL,JAN,ATL,1905,2121,341,1
DL,SEA,SAN,702,936,1050,0
DL,ATL,GSO,2211,2322,306,0
EV,IAH,ICT,1623,1827,542,0
EV,IAD,IND,2158,2325,476,0
EV,CAE,ATL,542,630,192,0
F9,DEN,MSP,859,1201,680,0
HA,PDX,HNL,1034,1306,2603,0
MQ,CVG,JFK,1212,1409,589,0
MQ,DCA,STL,836,936,719,0
OO,FSD,DEN,636,712,483,0
OO,SLC,SFO,1635,1741,599,0
OO,SFO,CIC,1604,1706,153,0
OO,LAX,SAN,947,1038,109,0
UA,SAT,IAH,700,804,191,0
UA,STT,EWR,1419,1837,1634,0
UA,EWR,ORD,1334,1458,719,1
US,PHL,CLT,851,1015,449,1
US,DTW,CLT,814,946,500,0
WN,BNA,MSY,1838,2002,471,0
WN,DEN,AUS,1700,1958,775,1
WN,MCI,HOU,1729,1947,666,0
WN,PHX,CMH,1619,2254,1670,0
WN,SJC,PHX,1110,1251,621,0
WN,MDW,HOU,1934,2225,937,0
AA,ORD,SAN,1745,1949,1723,0
AA,LGA,DFW,555,836,1389,0
AA,SFO,DFW,959,1519,1464,1
AS,SLC,SJC,657,744,584,0
B6,BOS,PBI,811,1104,1197,0
B6,SEA,LGB,1629,1853,965,0
DL,MSP,GRR,1916,2134,408,0
DL,PWM,ATL,653,933,1027,0
DL,SMF,MSP,1250,1808,1517,0
EV,EWR,BNA,1949,2110,748,0
EV,LIT,IAH,647,822,374,0
EV,GTR,ATL,1218,1435,241,1
DL,ATL,EWR,1002,1212,746,0
DL,JFK,ATL,1647,2103,760,0
EV,ORD,SBN,1025,1207,84,0
FL,PHL,ATL,607,802,666,0
MQ,DFW,GRK,2031,2116,134,1
MQ,MTJ,DFW,1118,1410,722,0
OO,ABQ,SLC,1235,1410,493,0
EV,CAE,IAD,1008,1134,401,0
OO,SMF,LAX,1003,1137,373,0
OO,DEN,EUG,2153,2336,996,0
UA,MCO,SFO,2049,2330,2446,1
UA,ORD,DEN,2114,2243,888,0
UA,SFO,OGG,854,1121,2338,0
US,PHX,SMF,711,905,647,0
US,BOS,CLT,1110,1321,728,0
US,PBI,PHL,1435,1707,951,1
WN,AUS,LBB,1323,1435,341,0
WN,STL,LAX,1601,1750,1592,0
WN,DAL,LBB,1639,1736,293,0
WN,ONT,MDW,559,1142,1706,0
WN,SAT,SAN,937,1026,1129,0
WN,LAS,CMH,1729,5,1771,0
WN,MDW,ALB,2120,7,717,1
AA,AUS,LAX,1206,1305,1242,0
AA,MIA,EWR,1509,1826,1085,0
AA,JFK,MIA,1651,1955,1089,0
AS,SEA,IAH,1010,1619,1874,0
B6,DCA,BOS,1653,1814,399,0
DL,ATL,PBI,822,1011,545,0
DL,DCA,ATL,554,734,547,0
DL,GSO,ATL,1412,1537,306,0
DL,ORD,ATL,1951,2246,606,1
DL,LGA,PBI,756,1036,1035,0
EV,IND,EWR,1339,1543,645,0
EV,EWR,CLT,926,1118,529,0
EV,DTW,MDW,2105,2105,228,1
EV,LEX,ORD,?,?,323,?
FL,ATL,BDL,1516,1728,859,0
MQ,MSN,ORD,1619,1705,108,1
MQ,DFW,JLN,1459,1608,327,0
OO,FCA,SLC,1716,1843,531,0
OO,SAT,SLC,1819,1954,1087,0
OO,ONT,SFO,1322,1445,363,1
OO,LAX,SAN,1929,2023,109,0
UA,EWR,IAH,1306,1602,1400,0
UA,SMF,ORD,609,1210,1781,0
UA,LAX,ORD,1119,1744,1744,1
US,RDU,CLT,1758,1852,130,0
US,LGA,DCA,1259,1411,214,0
WN,DEN,LAX,2148,2322,862,1
WN,LAS,HOU,1038,1630,1235,1
WN,MDW,FLL,1429,1848,1166,0
WN,PHL,MCO,1632,1917,861,1
WN,BWI,DAY,2304,30,406,1
WN,SJC,DEN,1258,1627,948,0
WN,PHX,PDX,812,1128,1009,1
AA,LGA,ORD,1840,1957,733,0
AA,DFW,ELP,1200,1226,551,1
AA,SEA,DFW,1539,2117,1660,0
AS,LAS,SEA,2140,13,867,0
B6,FLL,JFK,1223,1456,1069,1
DL,MSP,DEN,725,814,680,0
DL,ATL,MEM,1215,1231,332,0
DL,MSP,RAP,2233,2300,489,1
DL,MCI,MSP,648,820,393,0
DL,SRQ,ATL,1955,2129,444,1
EV,BHM,IAH,1212,1420,562,0
EV,ELP,IAH,901,1207,667,0
EV,RIC,CVG,714,842,413,0
EV,ORD,ELM,1401,1641,566,0
FL,HOU,ATL,649,952,696,0
MQ,DFW,ABI,1749,1826,158,0
MQ,DFW,SGF,2144,2255,364,1
OO,SBN,ATL,1707,1929,566,0
OO,JAC,SLC,1505,1559,205,0
OO,PDX,RDM,1130,1215,116,0
OO,SAT,ORD,1518,1803,1041,1
UA,ORD,SAN,1759,2006,1723,1
UA,PDX,SFO,1221,1357,550,0
UA,ORD,IAH,1358,1644,925,0
US,BOS,DCA,1052,1210,399,0
US,MIA,CLT,1704,1908,650,0
WN,LAS,PHL,1519,2246,2176,0
WN,BWI,MCO,1102,1308,787,0
WN,ELP,HOU,1238,1525,677,0
WN,LAX,LAS,606,706,236,0
WN,MDW,SDF,1452,1700,271,0
WN,PHX,SAN,1111,1218,304,1
WN,SLC,PHX,1754,1826,507,0
AA,JFK,SFO,1948,12,2586,0
AA,PIT,DFW,649,838,1067,0
AA,DFW,CRP,1315,1428,354,0
AS,SNA,SEA,1536,1824,978,1
B6,JFK,BOS,958,1052,187,0
DL,DFW,ATL,1716,2024,731,0
DL,ATL,IND,1619,1743,432,0
DL,ATL,BUF,1320,1511,712,0
DL,MSP,LAS,2221,2329,1299,1
DL,JFK,SFO,1800,2206,2586,0
EV,RAP,DFW,703,1034,835,0
EV,ORD,FNT,2344,142,223,1
EV,LFT,ATL,1525,1821,503,0
EV,MSP,ORF,1313,1719,1045,0
F9,DEN,SLC,2211,2336,391,1
MQ,DFW,ACT,1148,1224,89,1
MQ,DFW,GRK,1446,1541,134,0
MQ,LGA,RIC,735,847,292,0
OO,PHX,FLG,1500,1604,119,0
F9,MDW,TTN,2048,2354,683,1
OO,DEN,PHX,1118,1217,602,0
OO,CDC,SLC,1753,1852,221,0
UA,HNL,LAX,2046,456,2556,0
UA,HNL,LAX,1131,2012,2556,0
UA,BOS,SFO,817,1136,2704,0
US,PHL,DFW,1611,1841,1303,0
US,PHL,ORD,1030,1150,678,1
WN,ATL,OKC,2121,2214,761,0
WN,CLE,BWI,606,716,314,0
WN,HOU,DEN,757,914,883,0
WN,LGA,BNA,842,950,764,0
WN,PHX,ONT,1158,1301,325,0
WN,SLC,LAX,743,835,590,0
WN,FLL,JAX,1527,1648,319,0
AA,DCA,MIA,1850,2104,919,1
AA,STL,ORD,807,1001,258,0
AA,DFW,ORD,1940,2143,802,0
AS,ANC,SEA,154,541,1448,0
B6,JFK,BOS,1000,1101,187,0
DL,LAX,ATL,1010,1728,1947,1
DL,DTW,ATL,828,1023,594,0
DL,BIL,MSP,1327,1615,748,0
DL,CLT,DTW,557,752,500,0
DL,ATL,DAY,2051,2227,432,0
EV,MLU,DFW,1636,1743,293,1
EV,ORD,CLE,1235,1445,315,1
EV,BTR,IAH,1721,1832,253,0
EV,ATL,MDT,1501,1733,620,0
FL,TPA,ATL,623,742,406,0
MQ,DFW,GRK,1850,1929,134,1
MQ,LIT,ORD,734,1024,552,1
EV,MOB,ATL,557,800,302,0
EV,IAD,CAE,2203,2323,401,0
F9,IDA,DEN,633,813,458,0
OO,SBP,SFO,840,945,190,0
OO,LAX,SAN,1614,1702,109,0
UA,IAH,PHL,1300,1725,1325,0
UA,CLE,EWR,1526,1653,404,1
UA,LAX,BOS,755,1622,2611,0
US,CLT,MCO,2210,2323,468,0
US,DFW,PHX,822,910,868,0
WN,DAL,MSY,1402,1521,436,0
WN,HOU,TPA,2004,2301,781,1
WN,STL,BWI,1520,1823,738,0
WN,MDW,TPA,605,947,997,0
WN,PHX,SJC,1547,1730,621,0
WN,LBB,DAL,1713,1818,293,1
WN,BWI,BHM,803,854,682,0
AA,MFE,DFW,616,805,469,0
AA,DFW,PIT,1356,1726,1067,0
AA,LAS,DFW,1611,2039,1055,0
B6,PBI,BOS,749,1048,1197,0
B6,HPN,PBI,1503,1745,1056,0
DL,BUF,ATL,1056,1239,712,0
DL,DTW,MSN,1935,1940,311,0
DL,SEA,JFK,2209,624,2422,0
DL,ATL,CLT,1935,2035,226,1
EV,BTR,IAH,1210,1330,253,0
EV,CLE,MSP,930,1035,622,0
FL,MSP,ATL,620,939,907,0
MQ,SAV,DFW,1212,1338,925,0
MQ,PNS,MIA,600,846,530,0
OO,PHX,TUS,1208,1247,110,0
F9,SNA,DEN,1851,2149,846,0
OO,MSO,DEN,1622,1823,679,0
UA,MIA,IAH,1526,1651,964,1
UA,LAX,DEN,1056,1407,862,0
UA,EWR,FLL,1449,1724,1065,0
US,CLT,PHL,912,1040,449,0
US,LAS,PHX,635,739,255,0
WN,DAY,BWI,1439,1556,406,0
WN,LAS,PHX,1708,1810,255,0
WN,MKE,MSP,1058,1205,297,1
WN,SAN,SEA,945,1244,1050,0
WN,BWI,ECP,1006,1106,798,0
AA,ORD,MIA,1451,1859,1197,0
AA,DFW,MSP,2052,2301,852,0
AA,CMH,DFW,659,823,926,0
AS,DCA,PDX,1717,1918,2350,0
B6,DCA,BOS,705,821,399,0
DL,PHX,MSP,1635,2111,1276,1
DL,ATL,EWR,1346,1551,746,0
DL,MIA,LAX,724,948,2342,0
DL,ATL,OMA,1534,1642,821,0
DL,MSP,IND,1406,1631,503,1
EV,ORD,GSP,1511,1757,578,1
EV,DHN,ATL,1402,1552,170,0
EV,IAH,DTW,719,1058,1075,0
FL,BOS,ATL,1200,1447,946,0
MQ,GRK,DFW,1941,2025,134,0
MQ,ORD,SYR,1630,1921,607,0
OO,MSP,FSD,1254,1403,196,0
OO,ONT,PDX,542,753,838,0
F9,FAR,DEN,623,711,627,0
OO,PSC,SFO,1141,1324,620,1
OO,SLC,LAX,1741,1850,590,0
UA,IAH,DCA,1340,1738,1208,1
UA,DEN,EWR,1128,1715,1605,0
US,PHL,MIA,1543,1825,1013,0
US,PHX,IAH,1849,2323,1009,0
US,MSP,PHX,1128,1250,1276,0
WN,OAK,BOI,1924,2145,511,0
WN,SAN,MDW,1252,1840,1728,0
WN,BWI,MCO,2007,2207,787,0
WN,STL,LAS,1003,1113,1371,0
WN,LAX,SFO,1155,1259,337,0
WN,SDF,MDW,1049,1053,271,0
AA,MIA,SFO,1404,1652,2585,0
AA,DFW,MIA,508,856,1121,0
AA,DFW,CMH,1304,1623,926,0
AS,SNA,PDX,1321,1552,859,0
B6,BOS,LAX,1925,2239,2611,0
DL,SRQ,LGA,1440,1721,1047,0
DL,ATL,AGS,2149,2231,143,0
DL,ALB,MSP,626,820,980,0
DL,ATL,MCO,1258,1423,404,0
EV,DIK,DEN,1632,1834,488,0
EV,DTW,SAT,833,1036,1214,0
EV,DTW,MDW,752,754,228,0
DL,ATL,IND,1242,1424,432,1
DL,FLL,ATL,1845,2028,581,0
F9,DEN,PHX,1417,1502,602,0
EV,CID,DFW,711,927,685,0
EV,RIC,EWR,607,715,277,0
MQ,JFK,DCA,2141,2256,213,0
OO,CPR,DEN,554,706,230,0
OO,ONT,SLC,1817,2100,558,0
OO,SPI,ORD,601,702,174,0
OO,APN,MSP,1746,1815,473,0
UA,IAH,SFO,2104,2258,1635,0
UA,LAX,CLE,2226,546,2052,0
US,MKE,PHX,707,914,1460,0
US,CLT,PBI,1619,1825,590,0
VX,SFO,DFW,1112,1630,1464,0
WN,AUS,DAL,1333,1426,189,0
WN,OAK,SAN,1037,1156,446,0
WN,SFO,PHX,819,958,651,0
WN,EWR,DEN,736,928,1605,0
WN,LAX,AUS,1426,1911,1242,1
WN,BOI,LAS,1550,1629,519,0
WN,DEN,ABQ,902,1011,349,0
AA,LGA,ORD,1940,2056,733,1
AA,DFW,SNA,1134,1231,1205,0
AA,DFW,MSY,1736,1856,447,0
AS,OGG,SJC,1352,2141,2355,0
B6,BOS,LAS,833,1122,2381,0
DL,LEX,ATL,609,738,304,0
DL,STL,MSP,1811,1936,448,1
DL,SLC,DTW,753,1307,1481,0
DL,LGA,PBI,1725,2011,1035,0
DL,BDL,ATL,732,958,859,0
EV,HSV,DEN,1759,1940,1048,1
EV,DTW,EWR,1108,1236,488,1
EV,AVL,ATL,553,644,164,0
EV,AMA,DEN,652,712,359,0
HA,HNL,PHX,1305,2202,2917,0
MQ,ORD,LEX,934,1343,323,0
MQ,MOB,DFW,1828,2000,539,0
OO,LAX,OAK,2028,2148,337,0
OO,LAX,SMF,1614,1742,373,0
OO,DEN,SLC,1746,1912,391,0
MQ,ORF,LGA,1755,1921,296,0
UA,SEA,SFO,1825,2018,679,0
UA,BOS,ORD,902,1129,867,0
US,EWR,CLT,608,742,529,0
US,CLT,SFO,1805,2020,2296,0
VX,BOS,LAX,1759,2111,2611,0
WN,DAL,LIT,736,835,296,0
WN,BWI,BOS,1024,1145,369,0
WN,SFO,LAX,958,1115,337,0
WN,DEN,MDW,2021,2319,895,0
WN,LAS,LIT,1734,2233,1294,1
WN,MDW,CHS,1158,1455,745,0
WN,PBI,BWI,1847,2115,883,0
AA,DFW,ATL,1315,1613,731,1
AA,BOS,MIA,1101,1408,1258,0
AA,SMF,DFW,813,1332,1431,0
AS,SJC,HNL,930,1137,2417,0
B6,FLL,ORH,1944,2245,1211,0
DL,SEA,LAX,1307,1542,954,0
DL,MSP,MKE,1715,1815,297,0
DL,ATL,TLH,1411,1512,223,0
DL,LAX,MSP,1107,1631,1535,0
DL,ATL,BHM,1930,1918,134,0
EV,MSP,ORD,1209,1320,334,0
EV,IAH,LFT,1735,1843,201,0
EV,MSP,FSD,1110,1203,196,0
F9,SAN,DEN,1301,1602,853,1
HA,OGG,LIH,1802,1846,201,0
MQ,GRR,DFW,1238,1406,931,0
MQ,MHK,ORD,702,835,501,0
OO,CVG,ORD,1636,1726,265,0
OO,GTF,SLC,1654,1812,463,0
OO,CEC,ACV,1753,1844,56,0
MQ,LGA,ORF,1601,1716,296,0
UA,EWR,DFW,1827,2110,1372,0
