Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,UniqueCarrier,AirlineID,Carrier,TailNum,FlightNum,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum

2015,1,1,26,1,1/26/15,US,20355,US,N840AW,590,10713,1071302,30713,BOI,"Boise, ID",ID,16,Idaho,83,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,700,656,-4,0,0,-1,0700-0759,30,726,911,3,903,914,11,11,0,0,0900-0959,0,,0,123,138,105,1,735,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,26,1,1/26/15,US,20355,US,N540UW,626,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1300,1300,0,0,0,0,1300-1359,41,1341,1516,6,1500,1522,22,22,1,1,1500-1559,0,,0,120,142,95,1,544,3,0,0,22,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N545UW,602,13930,1393003,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,500,542,42,42,1,2,0001-0559,13,555,816,5,751,821,30,30,1,2,0700-0759,0,,0,231,219,201,1,1440,6,30,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N660AW,635,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,11697,1169703,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,950,950,0,0,0,0,0900-0959,33,1023,1615,7,1610,1622,12,12,0,0,1600-1659,0,,0,260,272,232,1,1972,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N561UW,679,11278,1127802,30852,DCA,"Washington, DC",VA,51,Virginia,38,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1025,1028,3,3,0,0,1000-1059,26,1054,1330,8,1338,1338,0,0,0,0,1300-1359,0,,0,313,310,276,1,1979,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N916US,736,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1750,1748,-2,0,0,-1,1700-1759,21,1809,2008,11,2014,2019,5,5,0,0,2000-2059,0,,0,84,91,59,1,370,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N104UW,794,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1450,1449,-1,0,0,-1,1400-1459,20,1509,1726,4,1715,1730,15,15,1,1,1700-1759,0,,0,145,161,137,1,861,4,0,0,15,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N181UW,892,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1920,1912,-8,0,0,-1,1900-1959,15,1927,2049,13,2101,2102,1,1,0,0,2100-2159,0,,0,101,110,82,1,468,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,,1730,14321,1432103,34321,PWM,"Portland, ME",ME,23,Maine,12,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,806,,,,,,0800-0859,,,,,1050,,,,,,1000-1059,1,B,0,164,,,1,813,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N756US,1764,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,13230,1323002,32070,MDT,"Harrisburg, PA",PA,42,Pennsylvania,23,1945,1943,-2,0,0,-1,1900-1959,12,1955,2103,7,2109,2110,1,1,0,0,2100-2159,0,,0,84,87,68,1,413,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N815AW,1795,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1525,1519,-6,0,0,-1,1500-1559,18,1537,1935,7,1928,1942,14,14,0,0,1900-1959,0,,0,183,203,178,1,1303,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,,1826,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1020,,,,,,1000-1059,,,,,1353,,,,,,1300-1359,1,B,0,333,,,1,2075,9,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N587UW,1854,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1555,1550,-5,0,0,-1,1500-1559,13,1603,2120,7,2140,2127,-13,0,0,-1,2100-2159,0,,0,225,217,197,1,1773,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N824AW,1889,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1350,1342,-8,0,0,-1,1300-1359,12,1354,1515,12,1538,1527,-11,0,0,-1,1500-1559,0,,0,108,105,81,1,500,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N644AW,1924,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1130,1122,-8,0,0,-1,1100-1159,13,1135,1238,6,1254,1244,-10,0,0,-1,1200-1259,0,,0,84,82,63,1,361,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,25,7,1/25/15,US,20355,US,N653AW,403,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,845,837,-8,0,0,-1,0800-0859,14,851,924,4,955,928,-27,0,0,-2,0900-0959,0,,0,130,111,93,1,651,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,25,7,1/25/15,US,20355,US,N840AW,449,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,10713,1071302,30713,BOI,"Boise, ID",ID,16,Idaho,83,2109,2103,-6,0,0,-1,2100-2159,16,2119,2303,3,2321,2306,-15,0,0,-1,2300-2359,0,,0,132,123,104,1,735,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,25,7,1/25/15,US,20355,US,N760US,493,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13796,1379603,32457,OAK,"Oakland, CA",CA,6,California,91,1050,1050,0,0,0,0,1000-1059,17,1107,1135,5,1154,1140,-14,0,0,-1,1100-1159,0,,0,124,110,88,1,646,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,25,7,1/25/15,US,20355,US,N803AW,548,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13342,1334205,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,1950,1948,-2,0,0,-1,1900-1959,19,2007,16,2,8,18,10,10,0,0,0001-0559,0,,0,198,210,189,1,1460,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,25,7,1/25/15,US,20355,US,N665AW,596,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,1955,1952,-3,0,0,-1,1900-1959,23,2015,2322,4,2326,2326,0,0,0,0,2300-2359,0,,0,151,154,127,1,1044,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,25,7,1/25/15,US,20355,US,N561UW,629,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1025,1022,-3,0,0,-1,1000-1059,13,1035,1147,11,1209,1158,-11,0,0,-1,1200-1259,0,,0,104,96,72,1,468,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,25,7,1/25/15,US,20355,US,N189UW,671,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,2115,2111,-4,0,0,-1,2100-2159,25,2136,2249,4,2305,2253,-12,0,0,-1,2300-2359,0,,0,170,162,133,1,1009,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,N534UW,637,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1635,1629,-6,0,0,-1,1600-1659,17,1646,1802,5,1833,1807,-26,0,0,-2,1800-1859,0,,0,298,278,256,1,1916,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,N581UW,695,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1140,1132,-8,0,0,-1,1100-1159,12,1144,1259,5,1322,1304,-18,0,0,-2,1300-1359,0,,0,102,92,75,1,507,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,,758,13930,1393003,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1205,,,,,,1200-1259,,,,,1503,,,,,,1500-1559,1,B,0,118,,,1,678,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,,854,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1440,,,,,,1400-1459,,,,,1640,,,,,,1600-1659,1,B,0,120,,,1,666,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,,1717,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,800,,,,,,0800-0859,,,,,1028,,,,,,1000-1059,1,B,0,148,,,1,920,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,,1751,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,1755,,,,,,1700-1759,,,,,2055,,,,,,2000-2059,1,B,0,180,,,1,993,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,,1786,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,11697,1169703,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,1155,,,,,,1100-1159,,,,,1448,,,,,,1400-1459,1,B,0,173,,,1,992,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,,1827,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1405,,,,,,1400-1459,,,,,1701,,,,,,1700-1759,1,B,0,236,,,1,1325,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,,1856,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,815,,,,,,0800-0859,,,,,1433,,,,,,1400-1459,1,B,0,258,,,1,2075,9,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,N151UW,1892,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,13930,1393003,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1445,1439,-6,0,0,-1,1400-1459,22,1501,1537,10,1554,1547,-7,0,0,-1,1500-1559,0,,0,129,128,96,1,599,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,N725UW,1928,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,1810,1803,-7,0,0,-1,1800-1859,19,1822,1821,6,1836,1827,-9,0,0,-1,1800-1859,0,,0,86,84,59,1,328,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,N806AW,1964,13230,1323002,32070,MDT,"Harrisburg, PA",PA,42,Pennsylvania,23,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,900,857,-3,0,0,-1,0900-0959,32,929,1034,5,1041,1039,-2,0,0,-1,1000-1059,0,,0,101,102,65,1,413,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,N755US,2002,13244,1324402,33244,MEM,"Memphis, TN",TN,47,Tennessee,54,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1055,1043,-12,0,0,-1,1000-1059,11,1054,1303,11,1330,1314,-16,0,0,-2,1300-1359,0,,0,95,91,69,1,511,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,N119US,2047,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,13495,1349503,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,915,911,-4,0,0,-1,0900-0959,14,925,1003,4,1018,1007,-11,0,0,-1,1000-1059,0,,0,123,116,98,1,651,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,,2108,11278,1127802,30852,DCA,"Washington, DC",VA,51,Virginia,38,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,930,,,,,,0900-0959,,,,,1055,,,,,,1000-1059,1,B,0,85,,,1,399,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,,2158,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,1800,,,,,,1800-1859,,,,,1915,,,,,,1900-1959,1,B,0,75,,,1,184,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N567UW,409,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,1755,1750,-5,0,0,-1,1700-1759,13,1803,1920,3,1942,1923,-19,0,0,-2,1900-1959,0,,0,167,153,137,1,1009,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N580UW,454,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,2115,2106,-9,0,0,-1,2100-2159,32,2138,2245,6,2255,2251,-4,0,0,-1,2200-2259,0,,0,100,105,67,1,507,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N172US,495,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,645,644,-1,0,0,-1,0600-0659,19,703,942,30,1016,1012,-4,0,0,-1,1000-1059,0,,0,331,328,279,1,2075,9,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,28,3,1/28/15,US,20355,US,N521UW,551,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1633,1635,2,2,0,0,1600-1659,17,1652,1940,13,1946,1953,7,7,0,0,1900-1959,0,,0,133,138,108,1,868,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,29,4,1/29/15,US,20355,US,N807AW,2070,10529,1052904,30529,BDL,"Hartford, CT",CT,9,Connecticut,11,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1915,1906,-9,0,0,-1,1900-1959,13,1919,2055,4,2125,2059,-26,0,0,-2,2100-2159,0,,0,130,113,96,1,644,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,29,4,1/29/15,US,20355,US,N963UW,2147,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,1200,1154,-6,0,0,-1,1200-1259,20,1214,1256,10,1314,1306,-8,0,0,-1,1300-1359,0,,0,74,72,42,1,184,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,30,5,1/30/15,US,20355,US,N117UW,401,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,630,626,-4,0,0,-1,0600-0659,16,642,751,6,804,757,-7,0,0,-1,0800-0859,0,,0,94,91,69,1,449,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,30,5,1/30/15,US,20355,US,N188US,445,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,935,931,-4,0,0,-1,0900-0959,25,956,1123,7,1123,1130,7,7,0,0,1100-1159,0,,0,228,239,207,1,1337,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,30,5,1/30/15,US,20355,US,N677AW,482,14831,1483103,32457,SJC,"San Jose, CA",CA,6,California,91,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1610,1708,58,58,1,3,1600-1659,11,1719,1944,9,1900,1953,53,53,1,3,1900-1959,0,,0,110,105,85,1,621,3,0,20,0,0,33,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,30,5,1/30/15,US,20355,US,N576UW,527,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,855,913,18,18,1,1,0800-0859,84,1037,1359,4,1225,1403,98,98,1,6,1200-1259,0,,0,150,230,142,1,1009,5,0,0,98,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,26,1,1/26/15,US,20355,US,N938UW,1920,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,2010,2019,9,9,0,0,2000-2059,17,2036,2144,6,2131,2150,19,19,1,1,2100-2159,0,,0,81,91,68,1,361,2,5,0,10,0,4,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,26,1,1/26/15,US,20355,US,N537UW,1950,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,11697,1169703,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,755,821,26,26,1,1,0700-0759,51,912,1212,4,1100,1216,76,76,1,5,1100-1159,0,,0,185,235,180,1,992,4,26,0,50,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,26,1,1/26/15,US,20355,US,N823AW,1990,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,14307,1430702,30721,PVD,"Providence, RI",RI,44,Rhode Island,15,730,727,-3,0,0,-1,0700-0759,16,743,906,5,920,911,-9,0,0,-1,0900-0959,0,,0,110,104,83,1,683,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,26,1,1/26/15,US,20355,US,N757UW,2032,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,1559,1605,6,6,0,0,1500-1559,13,1618,1707,5,1715,1712,-3,0,0,-1,1700-1759,0,,0,76,67,49,1,328,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,26,1,1/26/15,US,20355,US,N127UW,2066,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,1305,1303,-2,0,0,-1,1300-1359,14,1317,,,1449,,,,,,1400-1459,0,,1,104,,,1,544,3,,,,,,,,,1,0,,,292,RIC,14524,1452401,1521,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,26,1,1/26/15,US,20355,US,N953UW,2139,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,800,756,-4,0,0,-1,0800-0859,9,805,901,4,919,905,-14,0,0,-1,0900-0959,0,,0,79,69,56,1,184,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,26,1,1/26/15,US,20355,US,,2190,11278,1127802,30852,DCA,"Washington, DC",VA,51,Virginia,38,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,1800,,,,,,1800-1859,,,,,1922,,,,,,1900-1959,1,B,0,82,,,1,214,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,N585UW,447,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,2020,2017,-3,0,0,-1,2000-2059,18,2035,2138,5,2206,2143,-23,0,0,-2,2200-2259,0,,0,226,206,183,1,1337,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,N539UW,494,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1625,1626,1,1,0,0,1600-1659,15,1641,1840,10,1848,1850,2,2,0,0,1800-1859,0,,0,83,84,59,1,370,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

2015,1,1,27,2,1/27/15,US,20355,US,N535UW,567,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,955,946,-9,0,0,-1,0900-0959,26,1012,1544,9,1602,1553,-9,0,0,-1,1600-1659,0,,0,247,247,212,1,1849,8,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

