CARRIER,ORIGIN,DEST,DEP_TIME,ARR_TIME,DISTANCE,DEP_DEL15
EV,ORD,DSM,812,938,299,0
F9,SAN,COS,?,?,816,?
FL,ROC,ATL,651,922,749,0
EV,DEN,CID,953,1251,692,0
MQ,CID,ORD,833,937,196,0
OO,LAX,SAN,1323,1405,109,0
OO,SLC,BZN,958,1117,347,0
OO,IAH,ELP,1317,1424,667,0
OO,COS,ORD,611,933,911,0
UA,EWR,BOS,2128,2233,200,0
UA,IAH,LGA,?,?,1416,?
UA,IAD,SFO,2154,45,2419,0
US,LAS,PHL,850,1635,2176,1
US,CLT,ORD,1142,1244,599,0
VX,FLL,SFO,1718,2056,2583,0
WN,DAL,HOU,930,1026,239,0
WN,AUS,PHX,1250,1429,872,1
WN,MDW,ATL,1752,2046,591,1
WN,PDX,DEN,1058,1414,991,0
WN,STL,MDW,1622,1728,251,1
WN,HOU,LAX,1946,2136,1390,1
YV,TUS,PHX,1903,1959,110,0
AA,LAX,LAS,1437,1548,236,1
AA,DFW,CLE,942,1307,1021,1
AA,MCO,MIA,1011,1114,192,0
AS,BLI,SEA,632,731,93,0
B6,RSW,BOS,1258,1547,1249,0
DL,ATL,PBI,1400,1541,545,0
DL,ATL,SAT,1209,1340,874,0
DL,DTW,BOS,839,1014,632,0
DL,LGA,MCO,903,1151,950,0
EV,SAT,IAH,1822,1942,191,0
EV,DTW,EWR,1936,2111,488,0
F9,DEN,SLC,1633,1800,391,1
HA,HNL,KOA,927,1014,163,0
MQ,DFW,JLN,1540,1648,327,1
NK,DFW,TPA,?,?,929,?
OO,DFW,SLC,1239,1407,989,0
OO,DEN,ASE,1640,1906,125,1
OO,EUG,SFO,1236,1420,451,0
US,FLL,PHL,1541,1819,992,0
US,PHL,MIA,725,1006,1013,0
VX,FLL,JFK,913,1158,1069,0
WN,BWI,SJU,1209,1659,1565,0
WN,HOU,DAL,2034,2129,239,1
WN,MCO,PHL,1836,2100,861,0
WN,PHX,SAT,1913,2213,843,1
WN,STL,MDW,1626,1725,251,0
UA,MCO,LAX,1806,2027,2218,0
UA,BOS,DEN,?,?,1754,?
AA,MIA,PHL,604,905,1013,0
AA,MIA,JFK,703,945,1089,0
AA,MIA,MCO,720,829,192,0
AS,SFO,PDX,1818,1958,550,1
B6,SEA,BOS,2338,719,2496,1
DL,SLC,SEA,2024,2133,689,0
DL,BOS,MSP,600,840,1124,0
DL,ATL,ROC,908,1120,749,0
DL,SRQ,ATL,1248,1419,444,0
DL,IAH,ATL,1220,1519,689,0
EV,DAL,IAH,606,713,216,0
EV,EWR,MCI,1156,1427,1092,0
EV,DTW,ORF,837,1017,529,0
EV,MCI,IAD,751,1056,926,0
HA,LIH,HNL,1346,1435,102,0
MQ,BNA,LGA,1041,1336,764,1
EV,GSO,IAD,1923,2021,239,0
OO,SMF,LAX,918,1040,373,0
OO,CHO,ORD,612,735,567,0
OO,SAT,DEN,1338,1434,794,1
OO,PHX,PSP,1942,1953,261,0
UA,TPA,IAH,1541,1709,787,1
UA,PHX,DEN,735,1032,602,1
UA,ORD,MCO,2033,7,1005,1
US,MSP,PHX,728,1017,1276,0
US,SJU,CLT,720,943,1475,0
VX,LAX,SEA,729,1007,954,0
WN,OAK,SNA,1047,1200,371,0
WN,BWI,MCO,645,907,787,0
WN,DEN,STL,1528,1811,770,1
WN,HRL,HOU,625,721,277,0
WN,MCI,MDW,627,751,405,0
WN,PHX,SNA,2101,2117,338,1
WN,SMF,LAX,1737,1854,373,0
AA,BOS,JFK,1918,2103,187,1
AA,BOS,MIA,1130,1453,1258,1
AS,SIT,JNU,600,643,95,0
B6,BOS,PBI,728,1044,1197,0
B6,JFK,MCO,1433,1815,944,0
DL,ATL,MCI,809,915,692,0
DL,ATL,SLC,2201,12,1590,1
DL,DTW,LAS,1201,1348,1749,0
DL,ATL,SAN,809,947,1892,0
EV,MEM,EWR,1840,2210,946,1
EV,ATL,ILM,1548,1706,377,1
EV,ATL,CHA,1900,1943,106,0
F9,DEN,PBI,1102,1654,1679,0
MQ,ORD,MLI,1532,1622,139,1
MQ,AZO,ORD,1116,1150,122,0
OO,SMF,LAX,1239,1358,373,0
OO,PSP,SEA,1316,1606,987,1
OO,LAX,CLD,1245,1331,86,1
OO,PHX,SBA,1129,1155,455,1
UA,DEN,LGA,1815,23,1620,1
UA,IAH,HNL,957,1453,3904,1
US,LAX,RDU,804,1555,2239,0
US,EWR,CLT,2121,2325,529,0
WN,ATL,SJU,1201,1644,1547,1
WN,FLL,BWI,644,902,925,0
WN,MDW,TUS,2033,2321,1440,1
WN,PHX,STL,1952,2330,1262,1
WN,LAX,HOU,1444,2023,1390,1
UA,KOA,SFO,2226,520,2367,0
WN,SAN,SMF,2025,2158,480,1
WN,TUS,LAS,702,728,365,0
AA,OKC,DFW,704,759,175,0
AA,CLT,DFW,1903,2107,936,0
AS,KTN,SEA,953,1241,680,1
B6,SYR,JFK,1126,1242,209,0
B6,BDL,FLL,1712,2031,1173,1
DL,DCA,SLC,1644,1949,1851,0
DL,EYW,ATL,1332,1522,646,1
DL,ATL,IND,2158,2327,432,0
DL,MSP,OMA,2020,2124,282,1
B6,DCA,FLL,1926,2233,899,1
EV,IAH,GPT,1018,1139,376,0
EV,BNA,DTW,1917,2149,456,1
EV,DHN,ATL,1818,2027,170,1
EV,DEN,SAT,1623,1927,794,1
MQ,FNT,ORD,1853,2029,223,1
MQ,BNA,LGA,1935,2241,764,1
NK,ATL,FLL,1127,1327,581,1
OO,EKO,SLC,1157,1344,200,0
OO,ASE,IAH,1151,1523,913,1
OO,MRY,SFO,1114,1150,77,0
UA,IAD,DEN,1637,1834,1452,1
UA,LAS,SFO,1850,2019,414,0
UA,DCA,SFO,837,1224,2442,0
US,BWI,CLT,1028,1204,361,0
US,PHX,OGG,1151,1535,2845,0
WN,BWI,DEN,926,1132,1491,1
WN,DEN,SAN,846,959,853,1
WN,LAS,PIT,1751,40,1910,0
WN,MDW,HOU,1618,1925,937,1
WN,PHX,ABQ,1725,1835,328,1
WN,SJC,AUS,918,1432,1476,0
WN,ATL,LGA,2102,2311,762,1
AA,DFW,STL,815,951,550,0
AA,FAT,DFW,710,1248,1313,0
AA,MIA,DCA,1953,2236,919,0
AS,SEA,AUS,1149,1734,1770,0
B6,BUF,BOS,804,916,395,0
DL,SLC,ATL,947,1509,1590,0
DL,ATL,ATW,1920,2025,765,0
DL,MSP,SAN,1141,1323,1532,0
DL,ATL,ORD,822,925,606,0
DL,HSV,ATL,1057,1245,151,0
EV,ORD,RAP,1308,1440,779,1
EV,IAH,LFT,1346,1435,201,0
EV,BUF,DTW,2032,2138,241,1
F9,PDX,DEN,1958,2305,991,0
HA,HNL,KOA,843,927,163,0
MQ,ASE,DFW,1334,1634,701,1
MQ,AMA,DFW,1014,1129,312,0
OO,SBA,DEN,1523,1847,916,0
OO,FAT,SLC,1214,1500,501,0
OO,ASE,DEN,1436,1526,125,0
OO,DEN,LIT,1427,1726,771,1
UA,LAX,BOS,2330,736,2611,0
UA,ORD,SAN,105,410,1723,1
UA,EWR,MIA,2002,2309,1085,0
US,SJU,PHL,933,1220,1576,0
US,FLL,DCA,1236,1447,899,1
WN,ATL,SAT,2130,2249,874,0
WN,LAS,PHX,1015,1221,255,0
WN,MSY,PHX,1433,1659,1300,0
WN,BWI,MHT,2028,2142,377,1
WN,DTW,ATL,558,829,594,0
WN,SAN,SJC,712,833,417,0
WN,SJC,BUR,1830,1927,296,0
AA,HNL,LAX,1337,2040,2556,0
AA,MIA,RDU,933,1132,700,0
AA,STL,LAX,1232,1414,1592,0
AS,LAS,PDX,1033,1244,763,0
B6,BOS,RIC,1029,1224,474,1
DL,ATL,AUS,1607,1727,813,0
DL,DEN,ATL,1443,1921,1199,0
DL,ATL,SFO,1050,1251,2139,0
DL,DTW,LGA,1347,1555,502,0
EV,SHV,DFW,1841,1937,190,1
EV,CLE,LGA,2113,2244,419,1
EV,ATL,BTR,1002,1032,448,1
EV,ORD,LNK,1734,1926,466,1
HA,KOA,HNL,1607,1651,163,0
MQ,DFW,CHA,?,?,695,?
MQ,DFW,JAN,1021,1136,408,1
OO,DEN,MKE,1004,1314,896,0
HA,KOA,HNL,1434,1519,163,0
OO,EUG,SFO,816,955,451,0
UA,LAX,ORD,1411,2105,1744,0
UA,SFO,LAX,2245,4,337,0
UA,DEN,ORD,1836,2130,888,1
US,DEN,PHL,1107,1730,1558,0
US,CLT,PIT,1802,1927,366,0
WN,DAL,LAX,645,759,1246,0
WN,HOU,JAX,1038,1327,816,0
WN,MDW,DEN,1736,1920,895,1
WN,PHL,STL,?,?,814,?
WN,BWI,ALB,1147,1343,289,1
WN,PVD,BWI,1648,1813,327,1
WN,SNA,OAK,1249,1400,371,0
AA,DFW,SAN,1207,1247,1171,1
AA,ORD,BOS,758,1107,867,0
AA,DFW,EWR,1655,2215,1372,1
B6,PBI,JFK,1545,1825,1028,1
B6,FLL,BDL,2225,109,1173,1
DL,ATL,GNV,1858,2002,300,0
DL,DCA,DTW,557,748,405,0
DL,ATL,TYS,1722,1811,152,0
EV,ORD,TVC,1904,2109,224,0
EV,BNA,EWR,932,1257,748,0
DL,TRI,ATL,1647,1749,227,0
EV,BMI,ATL,1654,1921,533,0
F9,STL,DEN,608,813,770,0
MQ,DSM,DFW,1150,1342,624,1
MQ,LEX,DFW,1232,1408,785,0
NK,DFW,RSW,824,1143,1017,0
OO,MSP,RHI,1930,2046,190,0
OO,GRR,DTW,1005,1112,120,0
OO,SJC,DEN,1339,1703,948,1
UA,ORD,SEA,909,1145,1721,1
UA,IAH,TPA,1555,1910,787,0
UA,BOS,SFO,555,925,2704,0
US,PHL,TPA,1558,1847,920,0
US,LGA,BOS,853,954,184,0
WN,HOU,MDW,?,?,937,?
WN,PHL,BNA,605,745,675,0
WN,BNA,TPA,1229,1502,612,0
WN,DCA,CAK,2046,2159,274,0
WN,TPA,FLL,1900,1955,197,0
WN,MCO,PHL,808,1036,861,0
WN,SAT,DAL,?,?,248,?
AA,ORD,LGA,632,930,733,0
AA,DFW,OKC,1131,1227,175,0
AA,DFW,ORD,2209,25,802,1
AS,SEA,GEG,2257,2355,224,0
B6,RIC,FLL,1547,1803,805,0
DL,ATL,FLL,759,940,581,0
DL,ATL,CLT,2133,2230,226,1
DL,GRR,MSP,716,824,408,0
DL,BOS,JFK,1726,1935,187,0
DL,LAX,LAS,1943,2050,236,1
EV,CMH,IAH,1744,1942,986,0
EV,PIA,ATL,607,916,565,0
EV,CID,DTW,1637,1948,430,0
EV,LNK,ORD,1007,1139,466,0
MQ,VPS,DFW,1829,2108,641,0
EV,LGA,CLE,1743,1912,419,0
OO,DEN,MOT,1514,1810,604,1
OO,PHX,FLG,1428,1510,119,0
OO,SFO,SLC,1141,1435,599,0
OO,SMF,SFO,2058,2137,86,0
UA,ORD,BWI,1606,1927,622,1
UA,IAH,SEA,916,1158,1874,0
UA,SFO,KOA,1932,2249,2367,1
US,JAX,CLT,648,817,328,0
US,CLT,MSP,2208,2357,930,0
WN,ATL,LAX,1539,1736,1947,0
WN,DEN,OAK,847,1024,957,0
WN,LAS,MCI,1955,30,1139,0
WN,CAK,MCO,1240,1453,861,0
WN,SMF,DEN,1154,1509,909,1
WN,MDW,DCA,?,?,601,?
WN,PHL,MCO,1900,2123,861,1
AA,RDU,ORD,1849,2010,646,1
AA,MCO,MIA,505,613,192,0
AA,ORD,DFW,1616,1836,802,1
AS,LAS,PDX,2104,2300,763,1
B6,LGA,TPA,1831,2137,1010,1
DL,DTW,LGA,1007,1155,502,0
DL,SHV,ATL,1129,1407,551,0
DL,ATL,PIT,1405,1540,526,0
DL,DFW,ATL,1714,2015,731,0
DL,ONT,SLC,609,859,558,0
EV,COS,IAH,1441,1830,809,0
EV,HPN,ATL,616,835,780,1
EV,ATL,ROA,1451,1612,357,0
F9,DCA,DEN,1328,1536,1476,0
MQ,SGF,ORD,1136,1401,438,0
MQ,SYR,ORD,1140,1256,607,1
NK,IAH,MCO,722,1029,854,0
OO,SEA,ONT,1227,1451,956,1
OO,ORD,DCA,1221,1514,612,1
OO,IAH,TUS,1821,1940,936,1
UA,JAC,DEN,1324,1450,406,0
UA,PDX,DEN,?,?,991,?
UA,FLL,ORD,1806,2009,1182,1
US,JFK,CLT,1947,2214,541,1
US,ORD,CLT,859,1133,599,0
WN,LAS,LAX,2151,2251,236,0
WN,BWI,OKC,1658,1930,1180,0
WN,ELP,HOU,1644,1926,677,0
WN,PHX,MDW,737,1158,1444,0
WN,ATL,LAX,1905,2052,1947,1
WN,MDW,LAS,2010,2149,1521,1
WN,SMF,BUR,611,739,358,0
AA,ORD,BOS,1302,1553,867,1
AA,OKC,DFW,1114,1217,175,0
AA,LAX,DFW,1852,2346,1235,0
B6,BOS,SAV,827,1121,901,0
AA,PHX,DFW,1018,1405,868,0
DL,LGA,BOS,1246,1337,184,1
DL,LAX,KOA,1724,2052,2504,0
DL,LAX,DTW,1327,2048,1979,0
EV,MHT,EWR,601,714,209,0
EV,AZO,ATL,903,1103,596,1
HA,KOA,HNL,609,655,163,0
MQ,DFW,GRK,?,?,134,?
NK,ATL,DFW,1726,1854,731,0
OO,SFO,ACV,1154,1325,250,0
OO,SLC,SAN,832,941,626,0
UA,LGA,IAH,1013,1303,1416,0
UA,BIL,DEN,723,845,455,0
US,ORD,CLT,855,1145,599,0
US,CLT,FLL,1814,1958,631,0
WN,ALB,MDW,1626,1805,717,0
WN,SAN,LAS,820,922,258,0
WN,MCO,BNA,1004,1052,616,0
WN,PDX,OAK,1425,1605,543,0
WN,DEN,LAS,629,721,628,0
WN,STL,DAL,1459,1639,546,0
AA,MIA,ORD,2005,2216,1197,0
AA,LGA,MIA,1346,1707,1096,0
AS,PHL,SEA,1748,2034,2378,0
B6,BOS,PBI,1929,2236,1197,0
B6,JFK,BTV,1635,1754,266,0
DL,PNS,ATL,645,907,271,0
DL,FAY,ATL,726,907,331,0
DL,CHA,ATL,1716,1757,106,0
DL,BZN,SLC,608,747,347,0
EV,LIT,IAH,1219,1415,374,1
EV,ORD,MEM,1251,1441,491,0
EV,LGA,IAD,1913,2027,229,0
F9,SEA,DEN,1943,2314,1024,0
MQ,DFW,GRI,1311,1452,561,1
EV,EWR,MCI,2053,2313,1092,1
OO,MAF,DEN,1323,1411,563,0
OO,IDA,SLC,1512,1619,188,0
OO,ORD,PIA,1656,1826,130,0
OO,COS,LAX,657,833,833,0
UA,LAS,IAH,604,1102,1222,0
UA,ORD,IAH,731,1022,925,0
US,PHL,MCO,1011,1244,861,0
US,CLT,BOS,1313,1512,728,0
WN,MCO,ATL,2141,2300,404,1
WN,ONT,SJC,1724,1830,333,1
WN,DAL,LAX,930,1059,1246,0
WN,IAD,MDW,1652,1744,577,0
WN,SMF,MDW,1333,1952,1790,0
US,BOS,DCA,1053,1231,399,0
AA,DFW,HOU,1034,1137,247,1
AA,MIA,DCA,1949,2222,919,0
AA,MIA,IAH,1650,1834,964,0
AS,MCO,SAN,1822,2047,2149,1
B6,MCO,SJU,1305,1647,1189,0
DL,PNS,ATL,?,?,271,?
DL,JFK,FLL,1046,1345,1069,0
DL,PHL,ATL,2009,2226,666,1
DL,ATL,VPS,1342,1350,250,0
DL,SLC,ORD,839,1246,1250,0
EV,IAH,BTR,1012,1101,253,0
EV,LEX,ATL,1157,1318,304,1
EV,ATL,BTR,1717,1752,448,1
EV,IAD,EWR,1250,1356,212,1
MQ,ORD,IND,841,1039,177,1
MQ,DFW,TYR,940,1036,102,0
NK,TPA,DTW,1037,1305,983,0
OO,SLC,IDA,2151,2306,188,0
OO,SLC,SJC,1452,1548,584,0
OO,DEN,BFL,1905,2058,845,0
UA,LAX,IAD,1154,1939,2288,1
UA,OGG,SFO,100,750,2338,1
UA,ORD,IAH,1058,1400,925,0
US,PHL,BOS,1206,1319,280,0
US,LGA,DCA,1854,2022,214,0
WN,ATL,MDW,1420,1523,591,0
WN,PNS,BNA,?,?,391,?
WN,DAL,ATL,1759,2109,721,1
WN,HOU,BNA,2007,2146,670,1
WN,LBB,DAL,1356,1508,293,0
WN,MSP,PHX,756,1018,1276,0
US,PDX,PHX,1753,2113,1009,0
AA,DFW,RSW,926,1250,1017,0
AA,DFW,PHX,2043,2223,868,0
AA,MKE,DFW,1451,1720,853,0
AS,HNL,SEA,1342,2127,2677,0
B6,JFK,FLL,1323,1623,1069,0
DL,ATL,PBI,2212,2345,545,0
DL,ATL,DEN,1115,1229,1199,0
DL,JAX,ATL,1012,1122,270,0
DL,ATL,CHS,1934,2048,259,0
EV,SHV,IAH,1653,1756,192,0
EV,IAH,LRD,1757,1913,301,0
EV,ATL,GSP,1512,1605,153,0
F9,ATL,DEN,900,1036,1199,0
MQ,MSN,ORD,1406,1459,108,1
MQ,TVC,ORD,1408,1417,224,1
NK,DTW,LAS,2006,2104,1749,1
OO,LAX,SLC,1835,2138,590,0
OO,ORD,AUS,831,1200,978,0
OO,OKC,LAX,1736,1847,1187,1
UA,ICT,DEN,938,1022,420,0
UA,DEN,IAD,845,1351,1452,1
US,LAX,CLT,1233,1956,2125,1
US,CLT,EWR,1452,1637,529,0
VX,JFK,LAX,1956,2247,2475,0
WN,BWI,MSY,840,1044,998,0
WN,HOU,DAL,1528,1625,239,0
WN,LGA,CAK,2134,2304,397,1
WN,ATL,DCA,1840,2011,547,0
WN,MKE,STL,559,724,317,0
WN,PVD,FLL,1453,1819,1188,0
AA,DFW,IAD,2017,2345,1172,0
AA,LAS,DFW,1530,2020,1055,0
AA,MSP,DFW,656,939,852,0
AS,ANC,SEA,1428,1854,1448,0
B6,DCA,TPA,1940,2158,814,0
DL,JFK,FLL,1559,1850,1069,0
DL,LAX,MSP,1300,1832,1535,0
DL,DTW,LAX,1547,1740,1979,0
DL,LGA,MCO,1404,1712,950,0
EV,MOB,IAH,1026,1159,427,0
EV,ATL,MLU,1025,1117,448,0
DL,DAL,ATL,700,1002,721,0
EV,ATL,IAD,1401,1553,534,0
HA,HNL,OGG,1249,1330,100,0
MQ,CID,DFW,1653,1903,685,0
MQ,DFW,EVV,1320,1507,642,0
OO,PHX,ABQ,1607,1735,328,0
OO,ORD,ICT,1900,2041,588,1
OO,PSC,DEN,614,927,852,0
UA,BOS,SFO,806,1122,2704,0
US,PHL,DFW,1608,1902,1303,0
US,RDU,CLT,527,647,130,0
VX,SFO,LAS,911,1040,414,0
UA,ORD,ATL,1125,1415,606,0
UA,SFO,ORD,1703,2306,1846,0
WN,ELP,HOU,1627,1900,677,0
WN,LAS,SMF,1501,1617,397,0
WN,MDW,OAK,841,1103,1844,0
WN,PHX,MCI,2006,2324,1044,0
WN,BUF,BWI,1840,1947,281,1
WN,SFO,SNA,1859,2020,372,0
AA,LAX,MIA,1524,2244,2342,1
AA,EWR,DFW,853,1225,1372,0
AA,CLE,DFW,1830,2006,1021,0
AS,SEA,OAK,2115,2317,671,0
B6,EWR,PBI,1855,2141,1023,0
DL,MSP,RSW,1923,2344,1416,0
DL,CLT,SLC,732,1020,1727,0
DL,ATL,ORF,1743,1920,516,0
DL,VPS,ATL,731,947,250,0
DL,ATL,VPS,940,956,250,0
EV,ORD,MSN,1655,1747,108,0
EV,RIC,IAH,1744,2011,1157,0
EV,DTW,BUF,1351,1454,241,0
EV,DEN,GUC,1102,1150,152,0
MQ,DSM,ORD,1811,2021,299,0
MQ,RDU,LGA,1522,1642,431,0
NK,ORD,ATL,1054,1342,606,0
OO,DEN,COS,2231,2259,73,1
OO,PSP,IAH,1300,1759,1269,0
OO,ORD,MKE,1011,1105,67,0
UA,MIA,IAH,1155,1346,964,0
UA,ORD,SAN,1739,1934,1723,1
UA,ORD,DCA,1805,2043,612,0
VX,FLL,LAX,1453,1747,2342,1
US,PHL,LAX,744,1020,2402,0
US,CLT,EWR,746,929,529,0
WN,LAS,STL,1806,2317,1371,0
WN,RSW,STL,1438,1622,979,0
WN,STL,OMA,1704,1810,342,0
WN,DTW,MDW,646,648,228,0
WN,MCO,CMH,1953,2216,802,0
WN,OAK,SLC,921,1156,588,0
AA,OGG,DFW,1858,546,3711,1
AA,PHL,MIA,1420,1654,1013,1
AA,MCO,ORD,1538,1756,1005,1
AS,SEA,SAN,843,1121,1050,0
B6,LAX,BOS,1239,2100,2611,0
B6,SJU,FLL,1926,2118,1046,0
DL,BWI,ATL,730,917,577,0
DL,DCA,SLC,1633,1922,1851,0
DL,ATL,LGA,1947,2216,762,0
DL,JFK,AUS,812,1154,1521,0
EV,EWR,MEM,1429,1604,946,1
EV,CAK,ORD,610,645,343,0
EV,MSP,FSD,1257,1348,196,1
EV,LEX,ORD,1025,1103,323,0
MQ,ORD,CID,845,942,196,0
MQ,LEX,DFW,1306,1434,785,1
MQ,PIA,DFW,1140,1344,672,0
OO,DEN,LAR,1247,1335,113,0
OO,PDX,SEA,602,654,129,0
OO,SFO,MFR,2228,?,329,0
UA,LAX,LAS,2245,2349,236,0
UA,EWR,ORD,1844,2028,719,1
UA,DFW,IAH,533,630,224,0
US,PHX,DFW,1626,1944,868,0
US,MCO,CLT,1531,1707,468,0
US,IAH,PHL,1732,2137,1325,0
WN,BNA,TPA,833,1106,612,0
WN,DCA,DAL,2056,2303,1184,0
WN,LAS,PHX,2200,2357,255,0
WN,MDW,MSP,656,843,349,0
WN,PHX,LAX,750,809,370,0
WN,DEN,DAL,2007,2248,651,0
WN,TUS,SAN,1535,1542,368,0
AA,MCO,DFW,1833,2013,985,0
AA,DFW,TUS,1444,1556,813,0
AS,PDX,SAN,1211,1432,933,0
B6,BOS,JAX,946,1247,1010,0
DL,ATL,LGA,1246,1448,762,0
DL,SLC,ORD,835,1235,1250,0
DL,GEG,MSP,715,1210,1175,0
EV,CLE,IAH,822,1043,1091,0
EV,OKC,ATL,1103,1353,761,0
F9,DEN,BNA,1410,1726,1014,0
MQ,JFK,DCA,2159,2258,213,0
MQ,HSV,DFW,1029,1246,603,0
OO,MRY,SFO,1739,1813,77,1
OO,PHX,DEN,1218,1403,602,0
OO,LAX,BOI,738,1039,674,0
UA,LAS,EWR,927,1712,2227,0
US,PHL,ORD,937,1055,678,0
US,MCO,PHL,1357,1610,861,0
WN,MDW,MSP,1540,1650,349,0
WN,RDU,BWI,1133,1230,255,0
WN,BNA,MSY,1517,1638,471,0
WN,DEN,MCI,1014,1244,533,0
WN,LAS,SJC,827,946,386,0
WN,SMF,SNA,1239,1354,404,0
AA,JFK,SEA,1927,2235,2422,1
AA,ORD,SEA,821,1057,1721,0
AS,PSG,WRG,1528,1549,31,0
B6,MCO,EWR,2149,14,937,0
AA,PHX,DFW,1012,1343,868,0
DL,LGA,DEN,1715,1930,1620,0
DL,CVG,ATL,655,817,373,0
DL,JFK,TPA,800,1106,1005,0
EV,ORD,CVG,1759,2002,265,0
EV,GRR,ORD,1514,1522,137,0
EV,DTW,LIT,1233,1330,705,0
EV,TYS,ORD,950,1032,475,0
MQ,ROW,DFW,1811,2044,435,0
MQ,DFW,CID,2027,2211,685,0
OO,ELP,PHX,1219,1404,347,0
OO,DEN,GCC,1112,1250,313,0
OO,ORD,COS,1759,1949,911,0
UA,IAH,AUS,1907,1957,140,0
UA,EWR,MCO,1023,1333,937,1
US,CLT,ALB,1143,1335,646,0
US,CLT,MCO,1509,1648,468,1
VX,FLL,LAX,1900,2151,2342,0
WN,BWI,CHS,1952,2129,472,0
WN,LAS,SJC,1332,1456,386,0
WN,EWR,STL,1411,1536,872,1
WN,MSY,DEN,812,1005,1062,0
WN,SAN,OAK,633,757,446,0
AA,SFO,JFK,2229,658,2586,0
AA,MSP,DFW,1152,1416,852,0
AA,DFW,TPA,1940,2246,929,1
AS,SEA,DEN,2035,2350,1024,0
B6,FLL,SWF,1147,1448,1118,0
AA,JFK,MCO,652,956,944,0
DL,MEM,ATL,711,920,332,0
DL,LAX,TPA,1159,1914,2158,0
DL,ATL,SAN,1734,1914,1892,0
DL,DTW,ATL,1539,1727,594,0
EV,MCI,ORD,1036,1204,403,0
EV,RIC,IAH,1739,1947,1157,0
EV,ATL,EVV,1629,1643,350,0
EV,DEN,CLE,1419,1856,1201,0
MQ,BTR,DFW,1211,1338,383,1
MQ,DFW,CVG,1645,1945,812,1
NK,ORD,ATL,1042,1322,606,0
OO,SFO,SAN,1649,1816,447,0
OO,SLC,SMF,1506,1545,532,0
OO,SAN,LAX,1727,1820,109,0
UA,MIA,IAH,1139,1322,964,0
UA,ORD,DEN,949,1120,888,0
UA,ORD,IAD,840,1122,589,0
US,PHX,SJC,1111,1220,621,1
US,CLT,MCO,1746,1912,468,0
WN,FLL,TPA,1301,1355,197,0
WN,LAX,OAK,1649,1758,337,0
WN,BWI,PIT,1036,1132,210,0
WN,ELP,PHX,1002,1119,347,0
WN,PHX,LAX,1701,1721,370,0
WN,SJU,BWI,1439,1758,1565,0
WN,MCI,STL,1209,1257,237,0
AA,LGA,ORD,618,745,733,0
AA,LAS,DFW,1855,2316,1055,0
AA,ORD,DFW,1849,2118,802,0
AS,ANC,SEA,456,914,1448,0
B6,PVD,MCO,1627,1926,1072,0
DL,LIT,ATL,1721,1956,453,0
DL,ATL,LGA,1741,2009,762,0
DL,LGA,DTW,1104,1257,502,0
DL,HNL,LAX,2218,532,2556,0
EV,MLU,DFW,638,801,293,0
EV,BNA,IAH,1137,1344,657,1
EV,SHV,ATL,655,938,551,0
F9,DEN,IND,2004,12,977,0
MQ,ORD,TUL,1152,1339,585,0
MQ,RDU,JFK,1013,1133,427,0
NK,DFW,MCO,1506,1823,985,0
OO,DEN,RKS,1906,2043,260,0
OO,SLC,PSC,1102,1141,521,0
OO,AUS,ORD,1835,2139,978,1
UA,IAH,ORD,2110,2332,925,0
UA,SFO,IAD,1257,2045,2419,0
US,ORD,PHX,1049,1333,1440,0
US,PHL,PHX,1359,1726,2075,1
VX,EWR,SFO,1026,1344,2565,0
WN,ATL,BWI,1425,1602,577,0
WN,BWI,PIT,1030,1136,210,0
WN,SLC,LAS,1752,1814,368,0
WN,HOU,CLT,1600,1908,920,0
WN,MCI,STL,1718,1806,237,0
WN,OAK,LAX,1835,1945,337,0
WN,TUS,LAS,1214,1229,365,0
AA,DFW,RNO,1826,2005,1345,1
AA,MCO,DFW,2111,2306,985,1
AS,WRG,PSG,1058,1126,31,0
B6,SYR,MCO,1923,2200,1053,0
DL,SEA,ATL,1424,2151,2182,0
DL,ATL,PBI,2201,2338,545,0
DL,LAX,MSP,1504,2048,1535,0
DL,ATL,DAL,1343,1503,721,0
DL,DCA,DTW,949,1115,405,0
EV,EWR,BNA,1929,2120,748,0
EV,CVG,LGA,1600,1740,585,0
EV,ROC,IAD,1430,1601,288,0
F9,DEN,TPA,1012,1552,1506,0
MQ,ORD,GRR,922,1112,137,0
MQ,JFK,CLE,1505,1652,425,0
OO,MKE,ORD,1800,1853,67,0
OO,DTW,CIU,1229,1400,284,1
OO,ORD,MBS,1010,1215,222,0
OO,DEN,DFW,836,1201,641,1
UA,DEN,IAH,1957,2329,862,1
UA,DEN,SEA,1920,2106,1024,1
US,SEA,PHX,1455,1829,1107,0
US,LGA,CLT,1445,1637,544,0
US,RDU,PHL,645,802,337,0
WN,CMH,BWI,2015,2129,337,0
WN,OAK,ONT,2052,2204,362,0
WN,SAN,OAK,1135,1257,446,0
WN,BNA,BWI,?,?,587,?
WN,MCI,DCA,1145,1456,949,0
WN,OAK,BUR,?,?,325,?
WN,STL,PHL,1226,1522,814,0
AA,IND,DFW,1717,1849,761,1
AA,DFW,AUS,1931,2030,190,1
AS,PDX,ANC,2200,41,1542,0
B6,JFK,MCO,554,838,944,0
B6,JFK,BUF,1829,1946,301,0
DL,BWI,ATL,1900,2059,577,0
DL,JAX,ATL,740,851,270,0
DL,ATL,MLB,1202,1319,442,0
