CARRIER,ORIGIN,DEST,DEP_TIME,ARR_TIME,DISTANCE,DEP_DEL15
EV,ATL,SGF,1728.348944,1833.788258,563,1
MQ,CLT,DFW,1346.269978,1533.317164,980.907053,1
UA,CLE,EWR,1525.088652,1627.573093,391.372649,1
AA,IAD,LAX,911.830611,1148.791112,2392.120187,1
UA,SFO,IAH,893.321507,1433.696966,1601.956276,1
WN,CLT,ORD,1519.791953,1627.428832,635.562037,1
EV,ATL,PHL,2113.660912,2337.327561,679.838581,1
WN,MCO,PHX,1243.68429,1445.825905,847.794038,1
AA,EWR,BOS,2081.273991,35.445165,1189.994185,1
US,ORD,CLT,638.838427,917.056806,552.190736,1
WN,IAH,MSY,1920.295648,2044.752998,434.893417,1
AA,EWR,BOS,2139.812864,2225.058757,178.459975,1
AA,DFW,DEN,1347.015106,1425.092103,465.054678,1
EV,ATL,CLT,1936.554569,2018.537376,226.321107,1
OO,ATL,MCO,1113.76241,1347.932721,545.064807,1
WN,MSY,LAS,1941.164661,2041.117746,1046.542364,1
AA,DCA,ORD,1750.943519,1913.04659,603.124825,1
EV,MSY,ATL,1798.811885,2021.602734,410.818568,1
DL,JFK,SEA,2055.145931,17.868576,2219.222256,1
WN,MCI,DFW,1147.141677,1243.46866,230.223478,1
EV,ATL,ATL,1710.938584,1852.614296,528.146129,1
EV,MSN,ORD,1405.285677,1485.387654,96.378131,1
WN,MDW,HOU,1908.288351,2214.316456,953.279033,1
AA,MCO,BOS,2123.205948,35.563045,893.250231,1
MQ,ATL,ORD,1216.33292,1347.803102,542.762215,1
AS,SLC,ORD,1036.815978,1126.439002,648.288855,1
WN,CLT,MDW,2051.427722,2213.90804,367.528774,1
B6,BOS,SFO,1833.289729,2122.111602,2553.667133,1
WN,ATL,LGA,1308.19533,1558.813781,762,1
WN,ATL,LAX,2116.536945,2219.615331,231.553662,1
UA,IAD,IAH,940.767776,1038.011194,1159.484687,1
EV,SMF,PDX,2115.371795,2315.391579,485.327139,1
WN,EWR,MCO,1453.739978,1750.540998,1023.772944,1
US,CLT,FLL,1713.090047,1909.676955,646.977744,1
WN,DEN,RIC,1041.313411,1301.445466,441.073232,1
WN,PHX,SEA,2318.451838,143.322981,704.080076,1
WN,SLC,SFO,826.036185,945.159143,394.39769,1
EV,CLT,DFW,1845.424713,2017.222095,787.292315,1
AA,PHX,ORD,1142.071635,1688.498526,1431.462589,1
UA,ATL,SEA,106.672646,394.516807,2188.89003,1
AA,DFW,CLT,1843.451606,2235.512837,928.738956,1
DL,SLC,ORD,2036.001317,2148.357854,681.640403,1
OO,HNL,DTW,1343.728447,1422.911866,103.232586,1
MQ,BUF,PHX,1549.808559,1698.699511,270.139934,1
AA,ORD,MDT,1932.418324,2210.017557,591.24358,1
AA,PHX,DFW,2045.219316,2336.916909,905.220467,1
AA,CLT,FLL,2221.275111,14.78819,679.278397,1
AA,DFW,ELP,2053.002088,2137.960046,554.281228,1
AA,DFW,ATL,919.867612,1032.390667,587.629819,1
WN,ORD,PHX,746.583981,973.239518,249.864806,1
MQ,CLE,ORD,1634.36403,1646.032018,315,1
UA,IAH,EWR,1264.035488,1775.26683,1408.57334,1
US,CLT,MCO,1510.769243,1649.233701,543.116757,1
UA,MCO,MCO,1125.592892,1435.405281,955.595382,1
US,CLT,BWI,2016.965461,2121.32855,337.579769,1
WN,DFW,CLE,2237.689767,15.40748,317.273803,1
DL,ATL,JAX,1944.165985,2052.18172,269.948163,1
WN,AUS,SAT,1895.411575,1948.475459,245.77743,1
EV,CLT,ORD,1969.174469,2146.98317,693,1
WN,MDW,ATL,1822.794081,2104.724036,562,1
B6,EWR,MCO,416.357474,685.82946,1476.706522,1
AA,DAL,DFW,624.053579,812.705514,683.956179,1
DL,ATL,SAN,1949.193611,2020.728259,480.972837,1
WN,DEN,SAN,1925.447736,2037.465775,849.772954,1
DL,MEM,SJU,829.883028,1238.282904,1647.789287,1
WN,PHX,LAX,1412.561311,1525.599637,288.142553,1
EV,DFW,ORD,1544.072373,1647.812891,272.70518,1
MQ,DEN,DFW,1329.266093,1509.930852,861.919637,1
WN,PHX,DEN,1344.24931,1530.299443,604.022096,1
WN,SMF,LAX,1400.983217,1512.579088,339.811234,1
MQ,SAT,DAL,1816.492488,1909.124062,223.990342,1
WN,PHX,SFO,943.016258,1191.62433,363.558167,1
WN,DFW,IAH,2005.250565,2108.293542,224,1
UA,DEN,MCO,1023.738544,1342.310224,932.843104,1
EV,ORD,BOS,1616.104221,1802.040295,490.110915,1
EV,PHX,ATL,1913.388387,2030.717305,314.567077,1
WN,SLC,ATL,1652.486127,1829.408642,385.291136,1
AA,DFW,AUS,2249.327285,2354.005575,205.351578,1
AA,DFW,ORD,932.246155,1339.071439,922.003566,1
WN,CLE,DFW,1509.277572,1622.190405,403.667366,1
WN,DFW,LAX,2129.498598,2220.150762,1192.99741,1
UA,CLE,MCO,1946.419153,2232.658978,900.645717,1
WN,DFW,ATL,1740.586601,2021.417979,695.433467,1
WN,DFW,PHX,1616.961852,1727.233604,348.399206,1
DL,MSP,LAX,2123.472665,2239.946504,1222.674422,1
WN,LAX,MDW,1496.223704,2003.79849,1447.064152,1
DL,ATL,IAH,1527.090707,1628.753856,640.570154,1
EV,EWR,ATL,1841.920287,2006.574407,288.579036,1
EV,LGA,ATL,1045.624492,1151.096581,154.714561,1
EV,DFW,BUR,831.5825,963.022295,338.275611,1
WN,MIA,CLT,1731.79964,1922.549932,667.597525,1
AA,CLT,DFW,1829.278878,2002.623348,963.166111,1
AA,SMF,IAH,630.099122,1206.177316,1608.684789,1
US,ATL,PHX,1107.472886,1228.760018,1634.184996,1
EV,ATL,DFW,1919.751311,2023.258984,300.115445,1
DL,EWR,BOS,2345.790815,40.032603,161.051051,1
WN,HOU,LAX,1952.234379,2115.340665,1364.306131,1
WN,ORD,PHX,1504.243062,1616.652493,370.269968,1
MQ,EWR,ORD,1633.527283,1804.896863,411.917661,1
AA,CLT,SLC,1326.710677,1458.648663,915.895163,1
AA,PVD,DFW,1901.976451,2123.013658,870.237984,1
AA,DEN,DFW,1525.693005,2047.23249,1619.246962,1
EV,ORD,IAH,1541.853028,1715.145104,536.062816,1
MQ,ATL,DFW,1126.871184,1232.171443,764.133919,1
EV,LAX,YUM,1718.536912,1828.144917,238.991772,1
WN,BNA,BWI,1357.550344,1606.973681,493.863334,1
WN,SAN,SFO,947.139223,1122.030282,446.518043,1
WN,ORD,SAN,2227.150886,2331.355832,285.502886,1
AA,DFW,DFW,2134.437138,2301.069151,1130.358896,1
US,DEN,RIC,2029.009417,2230.276976,816.67201,1
DL,ATL,ORD,1944.301057,2035.262118,223.56168,1
DL,ORD,ATL,1223.121902,1434.780634,539.378521,1
AA,DFW,PHL,2034.035841,65.886007,1185.219104,1
US,PHX,PHX,1115.481591,1243.804935,648.975449,1
AA,HNL,LAX,2126.978504,509.753644,2646.812558,1
EV,ATL,SGF,1724.491449,1805.14627,574.96461,1
WN,MDW,ATL,857.017669,1132.986256,551.87281,1
OO,ORD,ORD,1428.631623,1505.545662,106.834893,1
AA,MIA,DFW,2219.966701,2336.730583,1284.418137,1
B6,PHX,TPA,2156.449926,64.109296,1071.691692,1
AA,ATL,DFW,2122.846407,2337.34188,248.932185,1
WN,DAL,DFW,1232,1333.046976,248.656909,1
MQ,ORD,SEA,1461.453972,?,869.526572,1
MQ,DFW,DFW,1133.944438,1306.584217,630.506647,1
WN,ORD,ATL,1703.286224,2007.270113,615.045358,1
WN,DAL,OMA,2114.918791,2241.546045,422.90072,1
EV,DEN,MCI,2238.518424,2337.83055,641.79692,1
AA,ATL,DFW,1304.423402,1405.277275,219.562751,1
AA,SLC,DFW,1113.541781,1616.323793,1407.786827,1
UA,BOS,SFO,2024.802518,2149.589694,411.167645,1
AA,MCI,DFW,899.919243,1232.322113,1119.88731,1
EV,IAH,ORD,1531.349862,1626.974103,187.633188,1
WN,DFW,CLE,2215.0559,19.631748,328,1
AA,ORD,ATL,1697.348827,1968.235184,769.618687,1
DL,SFO,MCO,1513.879201,2317.200998,2444.483234,1
WN,ATL,PHX,1918.61817,2000.402959,619.716834,1
MQ,DFW,JLN,1536.762404,1640.773898,324.693501,1
WN,ATL,PHL,2108.070143,2346.043756,679.847199,1
EV,ORD,BOS,2131.467678,2327.372868,403.26148,1
AA,ORD,DFW,1375.505395,1529.982263,1138.03916,1
B6,BOS,LAX,1871.929138,2219.433312,2600.819574,1
UA,ORD,BOS,2157.518944,72.793686,867.183653,1
WN,DFW,SEA,2050.4437,2229.041004,675.538642,1
EV,ORD,CLT,2141.198753,18.973945,634.143422,1
WN,DAL,SFO,1406.313684,1527.439188,414.504025,1
WN,DFW,ORD,1905.268419,2113.298964,795.376953,1
WN,ATL,DFW,2293.124394,2310.747334,741.968209,1
EV,ATL,ATL,1922.040462,2121.565347,622,1
EV,ORD,DFW,639.848781,934.317238,633.953563,1
OO,CLT,PHX,1755.634831,1824.15816,166.582473,1
OO,LAX,BOS,911.55471,1032.501525,371.056175,1
WN,PHX,OAK,2325.298031,33.253647,339.299186,1
UA,IAH,MCO,2142.341132,29.872419,827.738615,1
WN,LAX,OAK,1924.571764,2048.964381,342.526724,1
MQ,ORD,MCO,1153.299176,1406.338952,475.855119,1
WN,LAS,DFW,1493.592942,1906.784954,812.169502,1
WN,DFW,ORD,1934.24208,2138.303485,800.092094,1
B6,JFK,RSW,1454.446983,1803.018768,1098.08246,1
DL,ATL,DFW,1130.277333,1303.869046,728.830207,1
WN,DFW,BUR,1874.112974,1951.379686,285.07495,1
WN,IAH,MCO,1142.110344,1417.845239,975.774149,1
EV,LAX,YUM,1735.323515,1843.757965,237,1
WN,LAX,PHL,2026.639663,84.362795,1333.170367,1
WN,SAN,SFO,946.446965,1108.226703,417.259993,1
EV,ATL,DFW,1851.715376,2035.719717,594.164647,1
EV,ORD,DFW,922.929625,1210.422494,731.368464,1
B6,PHX,JFK,1941.053376,2102.266006,333.422416,1
UA,EWR,SLC,2288.320746,46.851758,1493.975314,1
WN,EWR,ATL,1735.826471,1919.696942,519.657816,1
OO,ATL,DFW,2013.009195,2133.649348,124.257807,1
B6,EWR,MSP,2215.626497,25.502854,1013.229057,1
EV,ATL,FLL,732.128051,933.87355,556.514115,1
UA,DFW,MCO,2042.85567,13.05224,933.00288,1
UA,ORD,LAX,2311.365192,135.62119,1844.641658,1
WN,PHX,CLT,1848.4064,2235.795449,885.827069,1
B6,JFK,MCO,1516.382763,1808.619878,1031.271067,1
WN,DEN,BOS,1806.016566,2321.16526,1492.383716,1
WN,LAS,SLC,1350.754915,1444.472404,237.286581,1
MQ,HNL,OGG,1646.550451,1726.445954,85.442106,1
WN,DFW,BUR,1839.92673,1944.498474,292.898603,1
EV,EWR,DFW,1314.652781,1455.812682,471.893683,1
UA,ORD,PDX,1831.199671,2045.003328,1643.555962,1
WN,PHX,DFW,1330.424365,1442.195161,336.463555,1
AA,IAD,LAX,852.729821,1105.214588,2346.794582,1
EV,ALB,DEN,1806.650314,1950.643672,688.155306,1
UA,IAD,LGA,1632.778325,1815.105312,1445.063939,1
DL,MCO,LGA,1654.495775,1942.256181,1064.778313,1
EV,ORD,DFW,1193.707455,1436.193482,816.547054,1
B6,JFK,ORD,33.727738,418.566333,1605.888552,1
DL,ATL,FLL,752.367095,916.772677,644.914567,1
OO,ORD,ORD,1446.930194,1528.697721,120.753589,1
UA,EWR,MSP,2225.136584,13.903539,966.860351,1
WN,MDW,ATL,857.009836,1135.154436,592.720869,1
DL,MIA,DFW,1247.01861,1513.763933,1115.457176,1
EV,ATL,DFW,2114.286295,2173.831838,189.170206,1
EV,SLC,MCO,1651.426215,1831.103654,405.752177,1
B6,ORD,SFO,2002.844828,2282.534116,1847.130491,1
EV,ATL,ATL,1430.358284,1648.553952,592.427659,1
AA,ORD,SFO,2062.996365,2307.735382,1846,1
UA,EWR,SLC,2202.408492,68.010829,1570.646232,1
B6,JFK,PHX,104.528447,234.696208,1618.010338,1
UA,BOS,SFO,2013.374639,2147.768249,417.618759,1
WN,ATL,MDW,1457.962277,1618.735159,416.996846,1
DL,ATL,LGA,1150.362399,1380.173765,766.250824,1
WN,SMF,PHX,1940.901711,2108.50039,373.256931,1
EV,ATL,ICT,1533.244213,1720.458245,620.3694,1
DL,ATL,ORD,1849.327026,2039.10004,718.605659,1
WN,DEN,IAH,2061.092282,2215.396614,820.281072,1
EV,ORD,DFW,1425.376905,1727.682191,781.16725,1
AA,LAX,DFW,728.429708,1147.450201,1191.489408,1
UA,AUS,DEN,1643.307139,1824.303317,1458.889357,1
MQ,CLT,SLC,1729.476396,1931.701191,544,1
UA,ORD,LAX,2018.915528,2227.463625,1718.398596,1
WN,DCA,LAX,2035.467465,2137.360296,215.639298,1
WN,SFO,SAN,2123.441617,2254.508436,452.473606,1
AA,DFW,ORD,1200.756107,1239.049374,551.377498,1
MQ,MCO,IAH,1528.640791,1621.697165,829.328906,1
UA,PHX,FLL,2098.436771,2277.847156,1231.362285,1
UA,CLT,SEA,1919.762145,2105.696616,1023.300325,1
EV,ORD,MCO,1091.152174,1438.852585,867.088396,1
EV,HRL,IAH,1115.601205,1218.502278,302.305183,1
OO,PVD,SLC,1306.386523,1429.994328,326.746277,1
EV,SLC,CHS,947.126626,1132.08653,591.420937,1
AA,MCO,JFK,1933.676133,2134.874216,949.310129,1
UA,EWR,DFW,2023.522055,2226.631398,940.989343,1
AA,BWI,MCO,2047.672936,2338.599255,936.3868,1
B6,MCO,JFK,2125.032556,40.159977,1020.354448,1
AA,ORD,ORD,1608.688705,1816.457879,891.450952,1
B6,BOS,LAX,1924.24738,2281.932556,2612.135894,1
MQ,ATL,DFW,1203.906234,1307.464976,305.853735,1
MQ,DEN,PHX,1351.509217,1514.105119,864.515904,1
OO,DAL,ATL,817.923425,882.064814,131.406624,1
WN,LAX,ORD,1611.625828,2167.019841,1733.538743,1
UA,LAX,ORD,1133.918814,1741.041688,1748.020966,1
B6,LAS,MSP,26.252021,457.088017,1549.575327,1
DL,ATL,PHX,2142.458555,2274.346282,1988.010925,1
WN,DAL,CLT,2049.324674,2218.082342,332.05923,1
WN,ORD,CLE,1416.607433,1642.717012,417.447075,1
WN,MIA,DFW,1138.537422,1303.652994,726.0918,1
UA,IAH,DEN,2154.290871,110.908698,854.03595,1
WN,ATL,OAK,2335.579566,34.2184,349.945001,1
US,PHX,SFO,2033.406371,2143.267276,323.114386,1
AA,CLT,DFW,1819.36339,2000.321407,938.154826,1
AA,PHX,DFW,617.475819,1082.947399,1097.995351,1
WN,DEN,BOS,1810.418998,2269.358328,1532.689668,1
OO,DCA,BOS,1825.880632,2059.825829,430.253844,1
WN,SLC,BWI,836.434285,928.336478,422.297563,1
EV,DEN,TPA,2125.099864,9.442861,536.266983,1
WN,LAX,LAS,2140.898249,2217.435626,235.581883,1
UA,ORD,IAH,1701.28893,2017.516775,884.210817,1
EV,EWR,RIC,2305.913893,33.674898,498.304056,1
WN,ORD,CLE,1440.186946,1623,415.749171,1
DL,EWR,CLE,1615.603996,1817.766033,408.417246,1
UA,ORD,MCO,1957.589051,178.999149,727.042377,1
EV,LAX,SJC,1713,1818.156131,304.118996,1
WN,MDW,ATL,1824.512067,2115.447514,577.599048,1
WN,PHL,DEN,1652.696992,1913.647933,859.48654,1
WN,LAS,SLC,1612.630437,1919.660459,609.057234,1
UA,ORD,MCO,1126.570943,1443.348797,973.094926,1
DL,LGA,MCO,727.857779,1076.20471,1084.491299,1
WN,ORD,ATL,2030.52532,2224.927926,249.895437,1
EV,ORD,BOS,1526.051974,1630.077525,174.938325,1
EV,ORD,LIT,925.311059,1134.832214,586.898796,1
EV,PHX,SEA,2260.889947,58.778796,655.31751,1
WN,MDW,SLC,2233.028349,2344.142218,396.433651,1
B6,JFK,SFO,68.641355,160.757518,356.563504,1
AA,PBI,ORD,1543.792716,1756.863793,1105.548928,1
WN,DAL,DFW,1209.127382,1323.844248,251.8707,1
B6,ORD,SFO,2028.340116,2262.120825,1826,1
DL,LAX,MCO,2235.27003,553.571364,2235.646689,1
OO,RNO,LAX,1807.059554,1948.097176,398.218054,1
AA,PHX,SEA,1617.547239,2015.684876,1141.004345,1
EV,DEN,STL,1539.190865,1812.699068,760.741661,1
OO,DFW,PHX,907.363561,1035.932944,381.713339,1
MQ,CLT,ORD,1022.983139,1042.102898,274.020987,1
MQ,ATL,DFW,1642.596167,1843.92094,614.820036,1
DL,CLT,SLC,1734.355767,1930.519169,516.179068,1
WN,BNA,DFW,1347.503965,1638.547498,582.032566,1
WN,ATL,ATL,1219.834857,1329.355428,555.02523,1
WN,ORD,PHX,1250.714807,1432.924012,857.844341,1
EV,DFW,DFW,938.78489,1038.276329,1086.249146,1
DL,PHX,MSP,1310.941978,1578.604784,1255.368307,1
WN,MDW,PHX,1740.959445,1900.984116,1484.915826,1
AA,DFW,ATL,1931.833694,2247.767886,938.514311,1
EV,DFW,IAH,1540.130934,1707.691622,434.39487,1
WN,ATL,CLT,1953.751522,2141.802016,551.019152,1
EV,DFW,SFO,949.460624,1119,256.027094,1
UA,MCO,MCO,1645.524706,1924.462448,925.656516,1
B6,MCO,LGA,1637.174466,1915.961356,1026.735202,1
WN,DEN,PHX,1921.87639,2019.93152,567.411516,1
WN,ATL,CLT,1812.768429,1922.786472,334.18353,1
AA,SEA,ORD,1229.771599,1530.252611,945.342234,1
UA,EWR,LAX,2038.071103,2313.309997,2391.96065,1
DL,HNL,MCO,1447.949291,2246.549984,2433.354503,1
B6,BOS,SFO,1829.703281,2137.238795,2603.31267,1
EV,DFW,FLL,1715.546549,1805.489879,181.406923,1
MQ,DEN,DEN,1613.330039,1914.170867,845.602977,1
MQ,ATL,LGA,1074.146543,1237.623449,765.655347,1
WN,ATL,BNA,2103.851729,2219.627115,792.79729,1
WN,SEA,SFO,1123,1330.413361,684.519216,1
DL,EWR,DFW,2041.320594,2226,942.075215,1
WN,DFW,BNA,1006.500714,1126.535322,774.122449,1
UA,ORD,LAX,2019.824101,2227.607745,1737.358981,1
EV,PHX,MSY,2007.844062,2041.812367,384.206016,1
UA,ORD,IAH,907.487937,1118.722942,893.737222,1
OO,IAH,FLL,1147.570555,1535.216872,1185.794468,1
EV,ATL,ATL,1551.029456,1818.629523,679.640112,1
DL,EWR,LAX,1747.578567,1943.548108,1991.504581,1
AA,DFW,CLT,1821.886372,2206,996.587689,1
WN,ORD,DFW,1844.77994,2019.44258,346.536105,1
AA,ORD,MCO,1124.241309,1451.625428,968.568933,1
B6,MCO,IAH,1546.626299,1707.157375,799.2128,1
WN,PHX,IAH,2036,2157.113315,381.452709,1
AA,DEN,MCO,1007.702797,1323,889.491025,1
WN,SLC,SLC,1651.51169,1809.661709,341.922363,1
AA,ORD,SEA,2181.216039,28.8576,1763.850431,1
AA,LGA,ATL,2139.101436,2341.318164,722,1
WN,PVD,ATL,1653,1804.595931,316.069735,1
WN,RDU,ATL,1422.546764,1544.137807,349.760741,1
OO,CLT,SLC,1323.399396,1505.63666,526.426512,1
OO,ORD,SLC,1678.999758,1832.192398,1233.150115,1
UA,ORD,DEN,2242.070964,14.759682,1625.188545,1
OO,CLT,ATL,1342.041743,1537.946848,531.013117,1
UA,MCI,ATL,1619.776352,1909.878248,693.536673,1
WN,ATL,DFW,1638.500475,1811.229724,815.373344,1
AA,MCI,DFW,877.38919,1232.809479,1112.04469,1
EV,ATL,MCO,1648.326825,1831.581515,390.576377,1
DL,PHX,DTW,1062.965588,1315.682852,509.960333,1
EV,ORD,GRB,1354.154543,1429.277487,105.35151,1
MQ,ORD,DFW,2214.378107,2329.66093,258.505018,1
AA,PHX,MCO,1234.234358,1544.325097,1007.35134,1
OO,RNO,LAX,1805.907034,1939.586277,398.43817,1
WN,MCO,DFW,1616.206712,1832.591426,784.115218,1
B6,SFO,JFK,1117.155872,1973.277708,2554.766559,1
WN,ATL,LAX,2108.421545,2227.086675,1239.147155,1
WN,MCO,ATL,2143.716624,2308.236296,411.404141,1
AA,ORD,SFO,2148.435354,31.113936,1809.420937,1
WN,DEN,SLC,2226.882634,2345.858245,408.432123,1
MQ,HNL,OGG,1621.096482,1719.926412,103.628354,1
WN,ATL,MDW,1239.081315,1323.78592,664.187039,1
UA,LAX,IAH,2202.882024,230.153275,1412.778227,1
WN,LAS,IND,1930.590211,172.082183,1531.867176,1
FL,MCO,LAX,2138.528245,2334.609862,827.371225,1
DL,JFK,SEA,2074.106593,36.18419,2148.939918,1
DL,ATL,LAX,1896.896589,2087.184301,2135.958959,1
EV,EWR,ATL,2054.559763,2221.319449,409.941382,1
WN,LAS,SAN,1714.803006,1816.030352,256.868297,1
EV,LGA,ORD,2134.244276,2347.971985,727.522437,1
DL,ATL,ATL,1219.12411,1417.086987,532.013913,1
DL,ATL,ORD,1931.73354,2121,613.607948,1
EV,SFO,DFW,1451.465184,1608.182836,329.036836,1
B6,MCO,IAH,1516.998772,1716.851967,852.833106,1
UA,LAX,IAH,2116.783631,212.368588,1453.692541,1
UA,MCO,SFO,2243.6963,3.402428,960.54988,1
EV,ATL,OMA,1356.341166,1505.101167,292.545724,1
AA,DFW,SEA,2107.133436,2314.600196,1611.817073,1
DL,EWR,MCO,1847.446869,2139.644502,929.688995,1
AA,ORD,PHX,1215.141993,1336.135439,1486.202682,1
EV,MCI,IAD,1726.982876,1851.174704,369.160246,1
AA,DFW,DFW,1308.235651,1606.240254,797.872087,1
UA,AUS,DEN,1640.685612,1882.130097,1455.796843,1
WN,PHX,SEA,2245.768242,120.495815,605.108541,1
EV,ATL,MCI,2219.998934,2344.576707,556.982532,1
UA,ORD,SEA,728.08401,1008.037169,1714.138408,1
EV,ATL,SGF,1732.410916,1830.983474,563,1
AA,ORD,DFW,1922.343422,2173.853102,706.107609,1
AA,DEN,MDW,1525.298209,1828.312045,895,1
AA,ORD,DFW,1150.732009,1314.467291,842.666893,1
WN,ATL,BHM,1952.168832,2048.496297,178.595527,1
AA,FLL,DFW,1816.797157,2010.597796,937.232763,1
WN,EWR,LAX,1743.639856,1908.858038,309.307149,1
EV,ORD,PHX,2173.714837,76.502558,420.034713,1
AA,MCO,DFW,2114.793283,2335.431632,988.653256,1
B6,PVD,MCO,1828.824705,2031.933267,863.132039,1
WN,DEN,TPA,2004.153544,2311.592527,764.080967,1
WN,ORD,SAN,1007.479464,1239.43079,1746.591871,1
B6,EWR,MSP,2221.688117,38.57102,1005.303936,1
WN,SEA,OAK,1740.70288,1930.448288,670,1
AA,PHX,MCO,1190.87186,1504.385294,992.471823,1
WN,ATL,DFW,2124.525956,2311.17035,798.674974,1
EV,ATL,OMA,2019.684978,2133.404791,294.810191,1
WN,MDW,ATL,1845.58326,2118.479551,607.838939,1
B6,BOS,SFO,1823.134726,2135.544444,2550.642404,1
EV,CLT,FLL,1732.800083,1823.786886,184.630063,1
EV,ORD,PHX,1406.772584,1643.325694,611.705296,1
OO,ORD,BOS,2249.769222,29.042829,259.129378,1
DL,LAX,MCO,2302.796676,698.266469,2182.960743,1
UA,LAX,IAD,1143.44334,1931.81384,2172.036871,1
WN,CLE,ORD,759.227485,844.746616,617.516346,1
DL,ATL,ATL,2055.818164,2172.872062,237.173589,1
WN,MDW,DEN,1687.840996,1912.793356,1454.782979,1
WN,PHX,SLC,2057.657795,2314.23464,479.869253,1
WN,PHX,BOS,1643.393187,1814.665134,478.452485,1
EV,ORD,DFW,1447.682374,1600.236943,298.889609,1
AA,ORD,MDT,1875.245059,2183.71692,625.558664,1
EV,DFW,ATL,1903.521284,2030.476318,310.449349,1
MQ,ATL,DEN,1499.485979,1620.490011,797.764215,1
AA,ATL,DFW,102.020957,265.720685,839.776689,1
B6,SFO,MCO,1109.880544,1913.401958,2443.681365,1
WN,DCA,ORD,1512.893059,1571.40361,611.719701,1
AA,ORD,LAX,1682.656338,1818.183117,1234.556527,1
AA,MCO,DFW,2111.778973,2321.740811,976.670314,1
DL,JFK,LAX,1528.308943,1785.55392,2368.906468,1
WN,LGA,PDX,2139.876612,2317.042577,763.648878,1
DL,PHX,SEA,801.319524,1030.213256,1110.168463,1
WN,PHX,BOS,1623.058362,1806.686969,475.740728,1
WN,DEN,PDX,2049.100523,2250.393912,846.940882,1
AA,DFW,ELP,2028.155985,2129.76571,547.482369,1
EV,DFW,ATL,1927.681779,2046.545965,302.409828,1
AA,DFW,BWI,1613.376144,2009.491354,1251.209716,1
UA,OAK,SFO,646.941083,816.898944,400.444589,1
WN,ATL,ORD,1947.352917,2148.703817,586.719898,1
OO,AUS,DAL,1907.550504,1957,189,1
MQ,ORD,ORD,1444.244521,1612.521568,486.052851,1
AA,EWR,SLC,1452.67888,1622.977137,953.903937,1
AA,ORD,MDT,1902.205794,2206.931842,604.013754,1
AA,DFW,BOS,2028.81702,21.883129,1254.959987,1
DL,ATL,MDW,1803.096763,1942.016074,426.396739,1
WN,PHX,SLC,1626.655447,1808.221909,510.865941,1
WN,MDW,PHX,738.357908,1092.331623,298.544894,1
WN,ORD,DFW,623.340427,914.643716,621.536938,1
US,ATL,CLT,735.751813,830.866838,217.240147,1
AA,EWR,AUS,675.553666,825.084987,1405.977169,1
EV,EWR,ATL,2049.92605,2212.620691,382.366875,1
WN,LAS,PHX,1707.559636,1805.432216,254.447727,1
WN,SLC,FLL,2107.468529,2209.741688,604.514786,1
WN,LAS,BNA,1906,2019.095417,392.93549,1
AA,PHX,SEA,1942.334739,2226.571737,1174.32416,1
B6,ATL,DFW,1635.389418,1828.296396,639.178237,1
WN,PHX,PHX,1939.867904,2105.881502,372.867228,1
DL,ATL,PBI,2257.582435,38.071472,545.457882,1
MQ,CLT,DFW,1215.119325,1336.654786,373.318568,1
AA,ATL,DFW,1725.394584,1868.874867,754.818921,1
US,ATL,SAN,1829.722687,2034.210113,2175.08803,1
UA,ATL,PHX,2196.336089,2332.73967,1875.362071,1
WN,IAH,DCA,1931.671566,2328.357789,1089.48449,1
EV,ATL,DFW,1915.343859,2142.262963,646.031322,1
US,ATL,TPA,2040.750607,2248.369768,804.592895,1
MQ,CLT,DFW,1229.044798,1444.284144,658.407542,1
B6,SFO,MCO,1117.063641,1915.93641,2481.910845,1
DL,JFK,LAX,1461.036479,1835.915755,2475,1
AS,ORD,BOS,753.304655,915.143301,238.794887,1
OO,ORD,LAX,1818.780566,1879.611997,92.086777,1
OO,DFW,PHX,907.043701,1026.844986,383.829927,1
WN,LAX,SFO,2211.560813,2324.585496,339.081243,1
UA,DEN,DFW,1924.986794,2049.127547,865.83747,1
AA,ATL,PHX,1532.07668,1764.375301,653.708618,1
EV,ATL,DFW,2284.80293,2322.581948,800.250487,1
WN,MDW,ORD,1548.607303,1645.835419,253.964371,1
WN,LAX,ORD,1327.284958,1897.102049,1750.458064,1
DL,ATL,PHX,38.847353,361.027037,1675.611174,1
WN,IND,PHX,1829.652321,1944.950971,1480.186742,1
WN,ATL,FLL,2150.079152,2252.769862,571.246407,1
UA,EWR,MCO,2013.209972,18.831454,977.808646,1
EV,SMF,PDX,2134.449728,2356.819186,503.243613,1
WN,PHX,SEA,2326.77338,74.705689,715.943978,1
WN,FLL,IAH,1528.586847,1775.412786,925,1
AA,DFW,DFW,1541.751009,1977.182539,1613.108467,1
WN,LAS,ORD,629.256414,759.059032,346.287536,1
OO,TUS,LAX,1831.970899,2037.573174,454.094425,1
EV,ATL,MSP,1326.651938,1358.731159,82.898521,1
DL,EWR,DFW,2031.4334,2229.722376,954.091298,1
UA,SAT,DEN,1320.174868,1439.597207,787.104284,1
EV,DTW,PHX,747.280935,910.727536,404.344921,1
UA,DAL,DEN,648.58313,829.428633,603.383756,1
AA,MCO,SEA,2104,30.955755,974.105952,1
B6,LAX,BOS,106.841701,221.049088,191.170395,1
AA,RNO,DFW,1104.17001,1207.979671,223.801621,1
