B6,LGA,728,1013,0
WN,PHX,632,937,0
WN,MDW,1928,2043,1
MQ,ORD,1341,1600,0
MQ,LGA,?,?,?
OO,DEN,1237,1722,0
DL,DTW,844,1006,0
WN,DAL,1418,1508,0
DL,MSP,1346,1723,0
B6,LGA,728,1013,0
WN,SJC,1942,2055,0
WN,MDW,1308,1428,0
WN,IND,1058,1158,0
WN,SJC,2053,2149,0
OO,FSD,636,712,0
US,LGA,1055,1157,0
AA,OMA,1848,2037,0
OO,SLC,1100,1154,0
WN,PHX,1311,1709,1
EV,LGA,919,1148,1
US,CLT,1309,1426,0
WN,PHX,1053,1613,0
AA,DFW,1714,2027,0
DL,RAP,643,915,0
AA,DEN,1556,1844,0
WN,DEN,2117,2255,1
AA,SAT,1948,2120,1
WN,BWI,745,848,0
YV,PHX,?,?,?
WN,CMH,746,959,0
US,OAK,1237,1434,0
WN,TUS,702,728,0
WN,SAN,1004,1127,0
9E,LEX,702,816,0
DL,RIC,1926,2113,0
AA,DFW,1054,1145,1
WN,OAK,1852,1949,1
EV,IAD,?,?,?
EV,MSP,1257,1348,1
WN,BOI,1853,1847,0
WN,BOI,1853,1847,0
WN,MDW,2059,2330,0
DL,DTW,1548,1748,0
EV,DFW,1756,1903,0
OO,LAX,1609,1717,0
WN,SAT,1055,1201,0
DL,CRW,646,808,0
UA,LAX,2245,2349,0
YV,PHX,1849,1941,0
AS,MCI,1654,1826,0
US,PHL,2248,2329,0
WN,PHL,733,835,0
DL,HOU,1657,1957,0
EV,DTW,1530,1703,0
WN,DEN,1548,2118,0
FL,MSP,620,939,0
WN,HRL,1909,2013,0
OO,TUS,1723,1907,0
MQ,BMI,556,644,0
WN,STL,839,945,0
EV,ATL,1006,1130,0
OO,SLC,959,1146,0
